1514482708102,eduroam,00:78:88:8f:4e:8f,5220,-66
1514482708103,TP-LINK_5GHz_700B18,e8:de:27:70:0b:18,5745,-47
1514482708103,eduroam-cs,00:78:88:8f:4e:8d,5220,-67
1514482708103,mobicare_5g,e8:de:27:6f:de:e4,5220,-75
1514482708103,eduroam-cs,00:78:88:cc:8b:82,2412,-64
1514482708103,eduroam,9c:5d:12:7b:a2:25,5220,-88
1514482708103,Physics_S,9c:5d:12:7b:a2:26,5220,-87
1514482708103,OWL,00:78:88:8f:4e:8e,5220,-67
1514482708103,OWL,00:78:88:8f:4e:81,2412,-77
1514482708103,OWL,9c:5d:12:7b:a2:24,5220,-88
1514482708103,TP-LINK_2.4GHz_700B19,e8:de:27:70:0b:19,2437,-39
1514482708103,goprofont,d6:d9:19:33:98:2a,2412,-59
1514482708103,eduroam,00:78:88:8f:4e:80,2412,-60
1514482708103,phy_dept,e8:de:27:6f:de:e5,2437,-60
1514482708103,lalala,d6:d9:19:32:e1:3b,2412,-61
1514482708103,eduroam,00:78:88:cc:8b:80,2412,-61
1514482708103,eduroam,9c:5d:12:7b:a2:15,2437,-76
1514482708103,eduroam,9c:5d:12:7b:b4:d5,2412,-88
1514482708103,Physics_S,9c:5d:12:7b:b4:d6,2412,-88
1514482708103,OWL,9c:5d:12:7b:a2:14,2437,-76
1514482708103,OWL,9c:5d:12:7b:b4:d4,2412,-89
1514482709526,eduroam,00:78:88:8f:4e:8f,5220,-67
1514482709526,TP-LINK_5GHz_700B18,e8:de:27:70:0b:18,5745,-46
1514482709526,eduroam-cs,00:78:88:8f:4e:8d,5220,-68
1514482709526,mobicare_5g,e8:de:27:6f:de:e4,5220,-74
1514482709526,eduroam,9c:5d:12:7b:a2:25,5220,-88
1514482709526,Physics_S,9c:5d:12:7b:a2:26,5220,-88
1514482709526,OWL,00:78:88:8f:4e:8e,5220,-68
1514482709526,OWL,9c:5d:12:7b:a2:24,5220,-88
1514482709526,TP-LINK_2.4GHz_700B19,e8:de:27:70:0b:19,2437,-39
1514482709526,goprofont,d6:d9:19:33:98:2a,2412,-59
1514482709526,eduroam,00:78:88:8f:4e:80,2412,-60
1514482709526,phy_dept,e8:de:27:6f:de:e5,2437,-60
1514482709526,lalala,d6:d9:19:32:e1:3b,2412,-59
1514482709526,eduroam,00:78:88:cc:8b:80,2412,-61
1514482709526,eduroam,9c:5d:12:7b:a2:15,2437,-76
1514482709526,eduroam,9c:5d:12:7b:b4:d5,2412,-88
1514482709526,Physics_S,9c:5d:12:7b:b4:d6,2412,-88
