1514491328463,1,-0.20402527,2.4829407,9.472961
1514491328473,1,-0.2102356,2.5189056,9.455811
1514491328483,1,-0.21643066,2.55484,9.43866
1514491328493,1,-0.22262573,2.5907898,9.421524
1514491328503,1,-0.2288208,2.6267395,9.404373
1514491328513,1,-0.23501587,2.6627045,9.387222
1514491328523,1,-0.2412262,2.6986542,9.370071
1514491328533,1,-0.24742126,2.734604,9.352921
1514491328543,1,-0.25361633,2.7705536,9.33577
1514491328553,1,-0.2598114,2.8065033,9.318619
1514491328564,1,-0.26600647,2.842453,9.301468
1514491328574,1,-0.2722168,2.8784027,9.284317
1514491328584,1,-0.27841187,2.9143524,9.267181
1514491328594,1,-0.28460693,2.9503021,9.2500305
1514491328604,1,-0.290802,2.9862518,9.23288
1514491328614,1,-0.29699707,3.0222168,9.215729
1514491328624,1,-0.3032074,3.0581512,9.198578
1514491328634,1,-0.30940247,3.094101,9.181427
1514491328644,1,-0.31559753,3.130066,9.164276
1514491328654,1,-0.3217926,3.1660156,9.147125
1514491328664,1,-0.32798767,3.2019653,9.129974
1514491328674,1,-0.334198,3.237915,9.112839
1514491328684,1,-0.34039307,3.2738647,9.095688
1514491328694,1,-0.41944885,3.2776794,9.1124115
1514491328694,4,-0.0019989014,-0.087020874,-0.1902008
1514491328699,2,-8.613586,-5.331421,-10.241699
1514491328705,1,-0.35456848,3.1349945,9.300339
1514491328713,2,9.34906,8.323669,-14.082336
1514491328705,4,-0.06790161,-0.18057251,-0.17718506
1514491328715,1,-0.08843994,3.084488,9.529083
1514491328715,4,-0.14219666,-0.21192932,-0.20036316
1514491328725,1,0.11659241,3.0716553,9.653
1514491328725,4,-0.19805908,-0.19091797,-0.2287445
1514491328726,2,8.836365,7.8048706,-14.916992
1514491328735,1,0.3167572,3.0056763,9.801529
1514491328739,2,9.690857,9.359741,-14.750671
1514491328735,4,-0.2059021,-0.08544922,-0.2334137
1514491328745,1,0.33824158,2.9598389,9.699524
1514491328745,4,-0.17628479,0.007980347,-0.2268982
1514491328755,1,0.17359924,3.067505,9.621521
1514491328755,4,-0.17170715,0.060699463,-0.22827148
1514491328753,2,9.861755,7.1136475,-14.248657
1514491328766,2,7.9803467,7.977295,-14.750671
1514491328765,1,0.08979797,3.1547241,9.623688
1514491328765,4,-0.17655945,0.079696655,-0.22691345
1514491328775,1,0.09840393,3.1690826,9.608093
1514491328775,4,-0.17752075,0.08496094,-0.217453
1514491328779,2,7.9803467,7.977295,-14.750671
1514491328785,1,0.053833008,3.1434479,9.458282
1514491328793,2,8.665466,9.359741,-15.083313
1514491328785,4,-0.17739868,0.081100464,-0.22979736
1514491328795,1,0.064971924,3.1213531,9.446976
1514491328795,4,-0.20358276,0.08769226,-0.2211914
1514491328806,2,9.690857,8.668518,-15.083313
1514491328805,1,0.035491943,3.1608276,9.546936
1514491328805,4,-0.23210144,0.09971619,-0.22610474
1514491328815,1,-0.03211975,3.1358185,9.494629
1514491328820,2,10.717773,8.668518,-14.416504
1514491328815,4,-0.2873993,0.13853455,-0.21809387
1514491328825,1,-0.11529541,2.934204,9.376099
1514491328825,4,-0.28800964,0.15541077,-0.19265747
