1.5145e+11,-0.20403,2.4829,9.473,0,0,0,0,0,0
1.5145e+11,-0.21024,2.5189,9.4558,0,0,0,0,0,0
1.5145e+11,-0.21643,2.5548,9.4387,0,0,0,0,0,0
1.5145e+11,-0.22263,2.5908,9.4215,0,0,0,0,0,0
1.5145e+11,-0.22882,2.6267,9.4044,0,0,0,0,0,0
1.5145e+11,-0.23502,2.6627,9.3872,0,0,0,0,0,0
1.5145e+11,-0.24123,2.6987,9.3701,0,0,0,0,0,0
1.5145e+11,-0.24742,2.7346,9.3529,0,0,0,0,0,0
1.5145e+11,-0.25362,2.7706,9.3358,0,0,0,0,0,0
1.5145e+11,-0.25981,2.8065,9.3186,0,0,0,0,0,0
1.5145e+11,-0.26601,2.8425,9.3015,0,0,0,0,0,0
1.5145e+11,-0.27222,2.8784,9.2843,0,0,0,0,0,0
1.5145e+11,-0.27841,2.9144,9.2672,0,0,0,0,0,0
1.5145e+11,-0.28461,2.9503,9.25,0,0,0,0,0,0
1.5145e+11,-0.2908,2.9863,9.2329,0,0,0,0,0,0
1.5145e+11,-0.297,3.0222,9.2157,0,0,0,0,0,0
1.5145e+11,-0.30321,3.0582,9.1986,0,0,0,0,0,0
1.5145e+11,-0.3094,3.0941,9.1814,0,0,0,0,0,0
1.5145e+11,-0.3156,3.1301,9.1643,0,0,0,0,0,0
1.5145e+11,-0.32179,3.166,9.1471,0,0,0,0,0,0
1.5145e+11,-0.32799,3.202,9.13,0,0,0,0,0,0
1.5145e+11,-0.3342,3.2379,9.1128,0,0,0,0,0,0
1.5145e+11,-0.34039,3.2739,9.0957,-0.0019989,-0.087021,-0.1902,-8.6136,-5.3314,-10.242
1.5145e+11,-0.41945,3.2777,9.1124,-0.0019989,-0.087021,-0.1902,-8.6136,-5.3314,-10.242
1.5145e+11,-0.35457,3.135,9.3003,-0.067902,-0.18057,-0.17719,9.3491,8.3237,-14.082
1.5145e+11,-0.08844,3.0845,9.5291,-0.1422,-0.21193,-0.20036,9.3491,8.3237,-14.082
1.5145e+11,0.11659,3.0717,9.653,-0.19806,-0.19092,-0.22874,8.8364,7.8049,-14.917
1.5145e+11,0.31676,3.0057,9.8015,-0.2059,-0.085449,-0.23341,9.6909,9.3597,-14.751
1.5145e+11,0.33824,2.9598,9.6995,-0.17628,0.0079803,-0.2269,9.8618,7.1136,-14.249
1.5145e+11,0.1736,3.0675,9.6215,-0.17171,0.060699,-0.22827,9.8618,7.1136,-14.249
1.5145e+11,0.089798,3.1547,9.6237,-0.17656,0.079697,-0.22691,7.9803,7.9773,-14.751
1.5145e+11,0.098404,3.1691,9.6081,-0.17752,0.084961,-0.21745,7.9803,7.9773,-14.751
1.5145e+11,0.053833,3.1434,9.4583,-0.1774,0.0811,-0.2298,8.6655,9.3597,-15.083
1.5145e+11,0.064972,3.1214,9.447,-0.20358,0.087692,-0.22119,8.6655,9.3597,-15.083
1.5145e+11,0.035492,3.1608,9.5469,-0.2321,0.099716,-0.2261,9.6909,8.6685,-15.083
1.5145e+11,-0.03212,3.1358,9.4946,-0.2874,0.13853,-0.21809,10.718,8.6685,-14.417
1.5145e+11,-0.1153,2.9342,9.3761,-0.28801,0.15541,-0.19266,10.718,8.6685,-14.417
1.5145e+11,-0.1055,2.8526,9.4043,-0.25497,0.13017,-0.15401,11.06,7.6324,-14.417
1.5145e+11,-0.11897,2.7132,9.3624,-0.14705,0.12088,-0.1136,9.6909,7.6324,-14.082
1.5145e+11,-0.067764,2.6524,9.4738,-0.03656,0.091782,-0.078125,9.3491,9.3597,-14.751
1.5145e+11,-0.10254,2.866,9.3421,0.055038,0.047653,-0.051178,9.3491,9.3597,-14.751
1.5145e+11,-0.088287,3.0023,9.3263,0.1102,-9.1553e-05,-0.057739,9.8618,9.5337,-14.917
1.5145e+11,-0.096756,3.1495,9.2608,0.11829,-0.034439,-0.073975,10.376,9.0149,-14.417
1.5145e+11,-0.15364,3.2739,9.2807,0.099655,-0.055405,-0.085129,8.3221,7.6324,-14.417
1.5145e+11,-0.14645,3.2531,9.2894,0.05777,-0.05542,-0.076248,8.3221,7.6324,-14.417
1.5145e+11,-0.1683,3.1522,9.3412,0.0233,-0.031677,-0.069214,10.718,9.7061,-14.082
1.5145e+11,-0.098694,3.1731,9.3268,-0.026016,-0.0015869,-0.057037,9.0073,9.0149,-13.08
