timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504198835.986954,0.044204,0.835740,2.256915,-0.062452,-0.160178,-0.033650,0.029635,-0.741793,-0.669974,0.000212,0.210329,-0.201578,17.116976,-15.800778,-26.780548,,,,,,,
1504198835.996964,0.042513,0.834262,2.256387,-0.174936,-0.223178,-0.043340,0.028549,-0.740801,-0.671118,0.003312,0.217257,-0.200602,17.267427,-16.024960,-26.853516,,,,,,,
1504198836.006974,0.040476,0.831575,2.255866,-0.296738,-0.246680,-0.046712,0.027262,-0.738993,-0.673161,0.011328,0.220667,-0.212535,17.267427,-16.024960,-26.853516,,,,,,,
1504198836.016983,0.038418,0.827718,2.255333,-0.411904,-0.241464,-0.051191,0.025986,-0.736389,-0.676059,0.006897,0.213577,-0.218305,17.041872,-16.025219,-27.229095,,,,,,,
1504198836.026993,0.036615,0.822773,2.254761,-0.517276,-0.215013,-0.059959,0.024900,-0.733035,-0.679735,-0.000913,0.210925,-0.201704,17.041872,-16.025219,-27.229095,,,,,,,
1504198836.037003,0.035178,0.816931,2.254053,-0.598112,-0.190892,-0.071883,0.024073,-0.729049,-0.684038,-0.007472,0.208709,-0.191633,16.965746,-15.575559,-27.232666,,,,,,,
1504198836.047013,0.033797,0.810665,2.253226,-0.624851,-0.204515,-0.080445,0.023282,-0.724746,-0.688623,-0.002927,0.196166,-0.185034,16.965746,-15.575559,-27.232666,,,,,,,
1504198836.057022,0.032149,0.804274,2.252343,-0.634729,-0.239598,-0.081467,0.022296,-0.720327,-0.693276,0.000577,0.188727,-0.179832,16.814013,-14.975934,-27.387512,,,,,,,
1504198836.067032,0.030089,0.798158,2.251423,-0.599858,-0.282508,-0.082399,0.021000,-0.716072,-0.697711,-0.003330,0.191078,-0.175092,16.814013,-14.975934,-27.387512,,,,,,,
1504198836.077042,0.028213,0.792626,2.250445,-0.533344,-0.238298,-0.084496,0.019802,-0.712199,-0.701698,-0.007793,0.203700,-0.177025,16.737917,-14.900067,-27.988281,,,,,,,
1504198836.087052,0.026419,0.788053,2.249521,-0.426793,-0.248778,-0.072552,0.018629,-0.708981,-0.704981,-0.010435,0.221738,-0.168554,16.737917,-14.900067,-27.988281,,,,,,,
1504198836.097061,0.024674,0.784434,2.248701,-0.337064,-0.231409,-0.066022,0.017463,-0.706424,-0.707573,-0.015326,0.232609,-0.157555,16.662508,-14.825101,-28.139008,,,,,,,
1504198836.107071,0.022503,0.781734,2.248049,-0.246763,-0.267339,-0.045522,0.015969,-0.704511,-0.709513,-0.024102,0.237989,-0.158712,16.662508,-14.825101,-28.139008,,,,,,,
1504198836.117081,0.020287,0.779794,2.247715,-0.175184,-0.240248,-0.020895,0.014424,-0.703133,-0.710912,-0.015691,0.228356,-0.163859,16.736376,-14.374768,-28.142212,,,,,,,
1504198836.127091,0.018134,0.778582,2.247823,-0.104526,-0.187588,0.015426,0.012909,-0.702271,-0.711793,-0.023285,0.201310,-0.158263,16.736376,-14.374768,-28.142212,,,,,,,
1504198836.137070,0.016329,0.778092,2.248494,-0.029466,-0.114723,0.057056,0.011630,-0.701922,-0.712159,-0.024646,0.186266,-0.160704,16.210436,-14.226377,-28.519623,,,,,,,
1504198836.147080,0.015197,0.778243,2.249719,0.032038,-0.003384,0.097528,0.010822,-0.702029,-0.712066,-0.030735,0.190494,-0.158326,16.210436,-14.226377,-28.519623,,,,,,,
1504198836.157089,0.014665,0.779099,2.251410,0.099772,0.081273,0.129518,0.010434,-0.702638,-0.711471,-0.032910,0.203706,-0.159211,16.211901,-14.676831,-28.291260,,,,,,,
1504198836.167099,0.014423,0.780463,2.253490,0.140584,0.132057,0.157252,0.010248,-0.703608,-0.710514,-0.034708,0.221049,-0.159450,16.211901,-14.676831,-28.291260,,,,,,,
1504198836.177109,0.014066,0.782038,2.255909,0.158650,0.135085,0.176491,0.009980,-0.704727,-0.709409,-0.033905,0.229522,-0.168231,16.211031,-14.376676,-28.368500,,,,,,,
1504198836.187119,0.013876,0.783769,2.258329,0.173755,0.154145,0.173281,0.009827,-0.705954,-0.708190,-0.037736,0.228552,-0.189698,16.211031,-14.376676,-28.368500,,,,,,,
1504198836.197129,0.013909,0.785768,2.260748,0.203892,0.186930,0.173276,0.009831,-0.707368,-0.706777,-0.027455,0.235368,-0.191310,16.212313,-14.752133,-28.140686,,,,,,,
1504198836.207138,0.014419,0.788224,2.263065,0.259675,0.219513,0.164776,0.010166,-0.709102,-0.705032,-0.030186,0.226360,-0.182037,16.212313,-14.752133,-28.140686,,,,,,,
1504198836.217148,0.015299,0.791232,2.265178,0.313263,0.240399,0.149888,0.010754,-0.711220,-0.702887,-0.035107,0.223518,-0.158990,16.437731,-15.050672,-28.362885,,,,,,,
1504198836.227158,0.016110,0.795011,2.267028,0.388825,0.204632,0.130869,0.011281,-0.713871,-0.700186,-0.040624,0.228260,-0.147867,16.437731,-15.050672,-28.362885,,,,,,,
1504198836.237168,0.016593,0.799429,2.268450,0.457728,0.127377,0.096968,0.011567,-0.716958,-0.697020,-0.045548,0.225701,-0.145173,16.362886,-14.976453,-28.138641,,,,,,,
1504198836.247177,0.016499,0.804418,2.269460,0.507246,0.034286,0.073735,0.011442,-0.720427,-0.693436,-0.047758,0.237242,-0.150863,16.362886,-14.976453,-28.138641,,,,,,,
1504198836.257187,0.015452,0.809715,2.270106,0.533076,-0.088442,0.046243,0.010657,-0.724091,-0.689622,-0.046774,0.259644,-0.161650,16.589159,-15.350888,-27.910248,,,,,,,
1504198836.267197,0.013824,0.815146,2.270393,0.545481,-0.153520,0.021829,0.009480,-0.727826,-0.685696,-0.054478,0.247678,-0.188419,16.589159,-15.350888,-27.910248,,,,,,,
1504198836.277207,0.009068,0.805182,2.272800,0.569019,-0.132519,0.005883,0.006284,-0.720957,-0.692952,-0.030255,0.228937,-0.191021,16.139986,-15.727765,-27.983551,,,,,,,
1504198836.287216,0.006189,0.796011,2.274347,0.598404,-0.040148,0.002616,0.004330,-0.714571,-0.699550,-0.015240,0.219240,-0.162862,16.139986,-15.727765,-27.983551,,,,,,,
1504198836.297226,0.006122,0.795735,2.274901,0.611384,0.112105,-0.017890,0.004284,-0.714378,-0.699747,-0.018536,0.223381,-0.125662,16.516054,-15.876981,-27.531494,,,,,,,
1504198836.307236,0.008500,0.801879,2.274272,0.616591,0.212257,-0.045810,0.005910,-0.718664,-0.695332,-0.024129,0.250753,-0.094539,16.516054,-15.876981,-27.531494,,,,,,,
1504198836.317246,0.011979,0.808235,2.273130,0.647159,0.277044,-0.081096,0.008275,-0.723069,-0.690726,-0.029011,0.248063,-0.116708,16.667055,-16.101910,-27.229462,,,,,,,
1504198836.327255,0.016447,0.815037,2.271430,0.692649,0.340641,-0.115286,0.011279,-0.727751,-0.685749,-0.038867,0.223997,-0.121502,16.667055,-16.101910,-27.229462,,,,,,,
1504198836.337265,0.021871,0.822283,2.269280,0.736980,0.399972,-0.137729,0.014883,-0.732701,-0.680388,-0.042242,0.207021,-0.119860,16.743196,-16.551571,-27.225891,,,,,,,
1504198836.347275,0.028247,0.829930,2.266884,0.776066,0.480643,-0.144208,0.019062,-0.737884,-0.674658,-0.043812,0.190536,-0.133584,16.743196,-16.551571,-27.225891,,,,,,,
1504198836.357285,0.035455,0.837880,2.264350,0.806518,0.552853,-0.144282,0.023716,-0.743227,-0.668619,-0.048359,0.177415,-0.139181,17.119814,-16.925777,-26.772095,,,,,,,
1504198836.367295,0.043412,0.846125,2.261819,0.839038,0.622905,-0.134743,0.028768,-0.748718,-0.662265,-0.037069,0.182662,-0.139631,17.119814,-16.925777,-26.772095,,,,,,,
1504198836.377304,0.051910,0.854586,2.259209,0.855315,0.658998,-0.131576,0.034065,-0.754299,-0.655647,-0.032417,0.199444,-0.136941,17.346239,-17.225674,-26.319305,,,,,,,
1504198836.387314,0.060518,0.863140,2.256389,0.862667,0.639764,-0.139001,0.039316,-0.759888,-0.648864,-0.032999,0.213593,-0.136246,17.346239,-17.225674,-26.319305,,,,,,,
1504198836.397324,0.068922,0.871650,2.253191,0.861203,0.580119,-0.154910,0.044321,-0.765392,-0.642037,-0.031625,0.206157,-0.158668,17.722811,-17.450329,-25.641693,,,,,,,
1504198836.407303,0.076980,0.880117,2.249656,0.859703,0.519403,-0.165479,0.048992,-0.770814,-0.635174,-0.023663,0.178467,-0.180179,17.722811,-17.450329,-25.641693,,,,,,,
1504198836.417313,0.084791,0.888374,2.245928,0.834912,0.486576,-0.167599,0.053411,-0.776047,-0.628409,-0.012686,0.153000,-0.184396,17.949251,-17.750210,-25.188873,,,,,,,
1504198836.427323,0.092406,0.896257,2.242274,0.795280,0.475168,-0.154839,0.057629,-0.780995,-0.621873,-0.010510,0.138707,-0.172912,17.949251,-17.750210,-25.188873,,,,,,,
1504198836.437332,0.099867,0.903638,2.238900,0.741897,0.485174,-0.131466,0.061690,-0.785583,-0.615673,-0.009566,0.133255,-0.165989,18.101610,-18.201183,-24.360107,,,,,,,
1504198836.447342,0.107021,0.910426,2.235965,0.676629,0.481417,-0.100618,0.065523,-0.789765,-0.609900,-0.009126,0.126343,-0.150338,18.101610,-18.201183,-24.360107,,,,,,,
1504198836.457352,0.113524,0.916546,2.233769,0.603775,0.473442,-0.052697,0.068938,-0.793504,-0.604648,-0.001220,0.115938,-0.137891,18.626909,-18.273983,-24.283234,,,,,,,
1504198836.467362,0.119213,0.921932,2.232598,0.520285,0.478328,0.009059,0.071868,-0.796770,-0.599993,0.008211,0.104662,-0.130262,18.626909,-18.273983,-24.283234,,,,,,,
1504198836.477359,0.124029,0.926460,2.232669,0.424008,0.488642,0.076120,0.074309,-0.799499,-0.596054,0.015870,0.092437,-0.118103,18.703341,-18.574535,-23.830780,,,,,,,
1504198836.487369,0.127958,0.929911,2.233991,0.300053,0.501324,0.134590,0.076298,-0.801567,-0.593017,0.031566,0.082466,-0.113663,18.703341,-18.574535,-23.830780,,,,,,,
1504198836.497379,0.131238,0.932059,2.236120,0.163315,0.493902,0.156782,0.078017,-0.802849,-0.591055,0.048249,0.092110,-0.116693,18.853533,-18.424618,-23.456543,,,,,,,
1504198836.507389,0.133971,0.932944,2.238397,0.041326,0.438448,0.139590,0.079538,-0.803376,-0.590136,0.048316,0.125886,-0.124907,18.853533,-18.424618,-23.456543,,,,,,,
1504198836.517399,0.136050,0.932811,2.240243,-0.047912,0.325210,0.094804,0.080779,-0.803297,-0.590075,0.037095,0.160505,-0.139127,19.004732,-18.724545,-23.153900,,,,,,,
1504198836.527408,0.137407,0.931901,2.241311,-0.113834,0.183025,0.035166,0.081679,-0.802755,-0.590688,0.016633,0.176199,-0.155604,19.004732,-18.724545,-23.153900,,,,,,,
1504198836.537418,0.137894,0.930338,2.241549,-0.169155,0.034355,-0.021240,0.082140,-0.801822,-0.591891,-0.005769,0.173694,-0.174818,19.379503,-18.498302,-22.929688,,,,,,,
1504198836.547428,0.137829,0.928347,2.241131,-0.198493,-0.055939,-0.059558,0.082320,-0.800631,-0.593476,-0.013213,0.167132,-0.196578,19.379503,-18.498302,-22.929688,,,,,,,
1504198836.557438,0.137970,0.926372,2.240441,-0.183262,-0.025152,-0.069193,0.082621,-0.799446,-0.595030,-0.007014,0.163078,-0.203905,18.930254,-18.800320,-22.928558,,,,,,,
1504198836.567447,0.139122,0.924931,2.239674,-0.118390,0.085130,-0.063938,0.083466,-0.798579,-0.596074,-0.008317,0.171931,-0.171580,18.930254,-18.800320,-22.928558,,,,,,,
1504198836.577457,0.141565,0.924245,2.238930,-0.041639,0.218749,-0.050164,0.084999,-0.798166,-0.596411,-0.015038,0.188578,-0.113977,18.928835,-18.499432,-23.380768,,,,,,,
1504198836.587467,0.145065,0.924308,2.238225,0.027335,0.313006,-0.037402,0.087079,-0.798204,-0.596060,-0.021024,0.196458,-0.077249,18.928835,-18.499432,-23.380768,,,,,,,
1504198836.597477,0.148906,0.924884,2.237634,0.070170,0.341410,-0.023502,0.089300,-0.798551,-0.595266,-0.023031,0.186429,-0.076639,19.454546,-18.647518,-23.153351,,,,,,,
