timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504197102.948063,0.056215,0.568980,0.284778,0.027115,-0.057677,-0.135041,0.047333,-0.538773,-0.841120,0.008544,0.104767,-0.054769,18.598375,-10.536847,-30.416321,,,,,,,
1504197102.958073,0.056472,0.569022,0.283213,0.007877,-0.058590,-0.129735,0.047548,-0.538808,-0.841085,-0.015718,0.101934,-0.055155,18.522951,-10.237622,-30.193756,,,,,,,
1504197102.968082,0.056361,0.566650,0.281928,-0.003840,-0.048913,-0.124439,0.047527,-0.536809,-0.842364,-0.007152,0.093358,-0.056973,18.522951,-10.237622,-30.193756,,,,,,,
1504197102.978092,0.056887,0.566527,0.280464,-0.002501,-0.014824,-0.124497,0.047973,-0.536705,-0.842405,0.001160,0.095497,-0.049670,18.523790,-10.388227,-29.892639,,,,,,,
1504197102.988102,0.057896,0.566609,0.278960,0.023490,0.031850,-0.126669,0.048821,-0.536774,-0.842312,0.004630,0.098541,-0.039829,18.523790,-10.388227,-29.892639,,,,,,,
1504197102.998112,0.059335,0.566991,0.277447,0.053653,0.069960,-0.123481,0.050021,-0.537096,-0.842036,0.003706,0.097124,-0.028447,18.447420,-9.938260,-30.046204,,,,,,,
1504197103.008121,0.061088,0.565755,0.275950,0.085735,0.089930,-0.111717,0.051538,-0.536054,-0.842609,0.001853,0.090772,-0.021298,18.447420,-9.938260,-30.046204,,,,,,,
1504197103.018131,0.062873,0.566823,0.274595,0.123223,0.111993,-0.105286,0.053005,-0.536955,-0.841944,-0.005444,0.085249,-0.028356,18.448214,-10.387815,-30.267822,,,,,,,
1504197103.028141,0.064972,0.568285,0.273188,0.166148,0.140415,-0.109531,0.054721,-0.538187,-0.841047,-0.008289,0.085734,-0.030703,18.448214,-10.387815,-30.267822,,,,,,,
1504197103.038151,0.067335,0.570196,0.271702,0.210059,0.159237,-0.112691,0.056640,-0.539797,-0.839887,-0.003616,0.086947,-0.022478,18.373034,-10.313153,-30.268585,,,,,,,
1504197103.048130,0.070084,0.570794,0.270088,0.251922,0.173837,-0.106208,0.058925,-0.540301,-0.839406,0.002797,0.086184,-0.012049,18.373034,-10.313153,-30.268585,,,,,,,
1504197103.058140,0.072523,0.573333,0.268764,0.261404,0.169479,-0.089106,0.060873,-0.542435,-0.837890,0.006723,0.086640,-0.008378,18.599581,-10.613187,-29.740784,,,,,,,
1504197103.068149,0.074648,0.575697,0.267644,0.232314,0.144127,-0.073100,0.062558,-0.544420,-0.836477,0.007526,0.082200,-0.015650,18.599581,-10.613187,-29.740784,,,,,,,
1504197103.078159,0.076234,0.577488,0.266684,0.164644,0.091398,-0.066720,0.063810,-0.545921,-0.835403,0.012286,0.075584,-0.036865,18.599459,-10.613034,-29.815765,,,,,,,
1504197103.088169,0.077780,0.576214,0.265346,0.059375,0.002766,-0.072074,0.065156,-0.544853,-0.835997,0.020523,0.072044,-0.058886,18.599459,-10.613034,-29.815765,,,,,,,
1504197103.098179,0.077424,0.575792,0.264382,-0.070610,-0.118690,-0.089163,0.064876,-0.544499,-0.836249,0.029042,0.069844,-0.082483,18.749041,-10.537061,-29.965942,,,,,,,
1504197103.108189,0.075826,0.573933,0.263339,-0.212382,-0.246442,-0.106262,0.063616,-0.542939,-0.837359,0.036329,0.065354,-0.107434,18.749041,-10.537061,-29.965942,,,,,,,
1504197103.118198,0.073256,0.570824,0.262187,-0.329343,-0.340299,-0.123378,0.061586,-0.540326,-0.839199,0.037672,0.065701,-0.129154,18.748888,-10.611615,-30.190399,,,,,,,
1504197103.128208,0.070795,0.564969,0.260600,-0.396925,-0.388745,-0.133008,0.059744,-0.535390,-0.842490,0.034998,0.067616,-0.128244,18.748888,-10.611615,-30.190399,,,,,,,
1504197103.138218,0.067505,0.560841,0.259385,-0.402309,-0.392966,-0.129808,0.057120,-0.531898,-0.844880,0.033365,0.066154,-0.105361,18.672762,-10.161954,-30.193939,,,,,,,
1504197103.148228,0.064231,0.557041,0.258329,-0.359639,-0.380553,-0.108408,0.054483,-0.528677,-0.847073,0.027289,0.063543,-0.066440,18.672762,-10.161954,-30.193939,,,,,,,
1504197103.158237,0.060850,0.553826,0.257671,-0.302158,-0.369351,-0.063497,0.051722,-0.525945,-0.848944,0.022573,0.062780,-0.029581,18.446642,-9.937207,-30.571228,,,,,,,
1504197103.168247,0.057524,0.550003,0.257487,-0.241442,-0.346462,-0.010060,0.049014,-0.522690,-0.851113,0.007367,0.061493,-0.010612,18.446642,-9.937207,-30.571228,,,,,,,
1504197103.178257,0.054304,0.548126,0.257843,-0.170741,-0.286347,0.029450,0.046325,-0.521088,-0.852245,-0.013229,0.063798,-0.012578,18.070955,-9.713742,-30.648865,,,,,,,
1504197103.188267,0.051742,0.547005,0.258396,-0.095473,-0.204930,0.043314,0.044173,-0.520132,-0.852943,-0.020720,0.066869,-0.003044,18.070955,-9.713742,-30.648865,,,,,,,
1504197103.198262,0.050037,0.546563,0.258812,-0.031844,-0.129780,0.027280,0.042729,-0.519754,-0.853247,-0.018697,0.069254,0.012594,17.695284,-9.490277,-30.726440,,,,,,,
1504197103.208272,0.048307,0.545196,0.259283,0.011579,-0.058709,-0.012272,0.041288,-0.518586,-0.854028,-0.021604,0.075074,0.020547,17.695284,-9.490277,-30.726440,,,,,,,
1504197103.218282,0.048598,0.545453,0.258780,0.031617,0.022151,-0.049739,0.041530,-0.518805,-0.853883,-0.027370,0.088217,0.017732,17.995882,-9.863492,-30.947906,,,,,,,
1504197103.228292,0.049823,0.545751,0.257947,0.032336,0.096762,-0.074420,0.042568,-0.519060,-0.853677,-0.033748,0.093111,0.013238,17.995882,-9.863492,-30.947906,,,,,,,
1504197103.238302,0.051771,0.545977,0.256954,0.025441,0.161832,-0.085220,0.044225,-0.519253,-0.853475,-0.037267,0.085415,0.001135,17.545519,-9.715512,-30.950134,,,,,,,
1504197103.248311,0.052416,0.544292,0.256937,0.023826,0.226836,-0.090692,0.044821,-0.517812,-0.854319,-0.047064,0.078542,-0.012807,17.545519,-9.715512,-30.950134,,,,,,,
1504197103.258321,0.055667,0.544457,0.255857,0.019998,0.281214,-0.091862,0.047593,-0.517954,-0.854084,-0.045457,0.077631,-0.009991,18.070284,-9.488599,-30.725525,,,,,,,
1504197103.268331,0.059263,0.544568,0.254760,0.014888,0.307899,-0.094053,0.050661,-0.518049,-0.853850,-0.039995,0.074964,-0.012026,18.070284,-9.488599,-30.725525,,,,,,,
1504197103.278341,0.062862,0.544567,0.253639,0.002011,0.297351,-0.096191,0.053734,-0.518048,-0.853662,-0.033989,0.076764,-0.019537,18.145510,-9.488553,-30.575348,,,,,,,
1504197103.288350,0.065121,0.542348,0.253023,-0.005823,0.254784,-0.097204,0.055737,-0.516148,-0.854684,-0.024639,0.075200,-0.034888,18.145510,-9.488553,-30.575348,,,,,,,
1504197103.298360,0.067815,0.542199,0.251866,-0.007354,0.194062,-0.101369,0.058044,-0.516020,-0.854607,-0.014145,0.073745,-0.053428,18.521532,-9.712476,-30.272705,,,,,,,
1504197103.308370,0.069923,0.542077,0.250665,-0.003540,0.135426,-0.104461,0.059850,-0.515916,-0.854546,-0.005010,0.070573,-0.063713,18.521532,-9.712476,-30.272705,,,,,,,
1504197103.318380,0.071545,0.541979,0.249425,-0.001787,0.086396,-0.106507,0.061240,-0.515833,-0.854498,0.003031,0.067911,-0.061091,18.746477,-9.786160,-30.421600,,,,,,,
1504197103.328389,0.073149,0.539564,0.248003,-0.008455,0.055553,-0.108594,0.062701,-0.513762,-0.855638,0.008862,0.066344,-0.056501,18.746477,-9.786160,-30.421600,,,,,,,
1504197103.338399,0.074164,0.539261,0.246697,-0.027889,0.021623,-0.117107,0.063581,-0.513502,-0.855730,0.009539,0.067015,-0.053816,18.821489,-9.785825,-30.421387,,,,,,,
1504197103.348409,0.074684,0.538592,0.245093,-0.065613,-0.047295,-0.151208,0.064051,-0.512928,-0.856039,0.010198,0.067997,-0.051768,18.821489,-9.785825,-30.421387,,,,,,,
1504197103.358419,0.074782,0.537772,0.243198,-0.066990,-0.099475,-0.172467,0.064167,-0.512224,-0.856452,0.027233,0.075090,-0.071298,18.820620,-9.485669,-30.498657,,,,,,,
1504197103.368428,0.076149,0.534188,0.240454,-0.048914,-0.107064,-0.179880,0.065477,-0.509143,-0.858188,0.037810,0.076907,-0.085644,18.820620,-9.485669,-30.498657,,,,,,,
1504197103.378438,0.076113,0.533676,0.238502,-0.037174,-0.098650,-0.167066,0.065466,-0.508702,-0.858450,0.012629,0.060643,-0.046442,18.745501,-9.261609,-30.200531,,,,,,,
1504197103.388448,0.076296,0.533268,0.236795,-0.027349,-0.056131,-0.143641,0.065639,-0.508350,-0.858645,0.002873,0.052417,-0.034802,18.745501,-9.261609,-30.200531,,,,,,,
1504197103.398458,0.077008,0.533012,0.235336,-0.010886,0.015106,-0.121323,0.066260,-0.508130,-0.858728,-0.014777,0.048108,-0.035300,18.895739,-9.485486,-30.423462,,,,,,,
1504197103.408468,0.077343,0.531606,0.234572,0.013005,0.082014,-0.102193,0.066603,-0.506918,-0.859417,-0.021482,0.045203,-0.025318,18.895739,-9.485486,-30.423462,,,,,,,
1504197103.418477,0.079176,0.531925,0.233433,0.049696,0.139245,-0.093691,0.068165,-0.507194,-0.859132,-0.021946,0.047904,-0.018309,18.970278,-9.260297,-30.349945,,,,,,,
1504197103.428487,0.081559,0.532585,0.232236,0.082143,0.190134,-0.100129,0.070185,-0.507762,-0.858633,-0.021082,0.053569,-0.014658,18.970278,-9.260297,-30.349945,,,,,,,
1504197103.438466,0.084447,0.533499,0.230893,0.108111,0.229357,-0.109760,0.072625,-0.508549,-0.857965,-0.013467,0.061223,-0.011939,18.970736,-9.485150,-30.423279,,,,,,,
1504197103.448476,0.087737,0.532840,0.229406,0.124407,0.262267,-0.120463,0.075477,-0.507982,-0.858055,-0.003501,0.066240,-0.012825,18.970736,-9.485150,-30.423279,,,,,,,
1504197103.458486,0.091144,0.534029,0.227784,0.130771,0.251569,-0.130039,0.078345,-0.509005,-0.857191,-0.001181,0.071353,-0.015277,19.195986,-9.409741,-30.123291,,,,,,,
1504197103.468496,0.094231,0.535145,0.226070,0.121929,0.207961,-0.138517,0.080937,-0.509966,-0.856378,-0.001561,0.071535,-0.019842,19.195986,-9.409741,-30.123291,,,,,,,
1504197103.478505,0.096615,0.536121,0.224268,0.109563,0.123889,-0.146929,0.082930,-0.510805,-0.855687,-0.003630,0.065859,-0.040370,19.421663,-9.633878,-30.046051,,,,,,,
1504197103.488515,0.097990,0.534624,0.222437,0.088640,0.037761,-0.160690,0.084181,-0.509517,-0.856333,-0.002272,0.064434,-0.054388,19.421663,-9.633878,-30.046051,,,,,,,
1504197103.498525,0.098975,0.535150,0.220318,0.061584,-0.022734,-0.180911,0.084999,-0.509970,-0.855982,0.003212,0.068533,-0.059392,19.571291,-9.483197,-30.046814,,,,,,,
1504197103.508535,0.099685,0.535371,0.218064,0.034767,-0.048075,-0.192654,0.085595,-0.510160,-0.855810,0.007376,0.072477,-0.059245,19.571291,-9.483197,-30.046814,,,,,,,
