timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504199778.014391,0.000015,0.581090,-0.338364,0.028041,0.098554,-0.135337,0.000013,-0.548935,-0.835865,-0.003125,0.015778,0.018436,16.804491,-12.347028,-29.357269,,,,,,,
1504199778.024401,0.001179,0.580948,-0.340007,-0.011921,0.025376,-0.155557,0.000986,-0.548817,-0.835942,-0.013712,0.023731,0.024342,16.804491,-12.347028,-29.357269,,,,,,,
1504199778.034411,0.001742,0.580399,-0.341963,-0.069252,-0.078571,-0.165079,0.001457,-0.548357,-0.836243,-0.021675,0.023226,0.004257,16.879290,-12.271695,-29.357635,,,,,,,
1504199778.044420,0.001125,0.579317,-0.343775,-0.118223,-0.185814,-0.144694,0.000942,-0.547453,-0.836836,-0.015453,0.011472,-0.021944,16.879290,-12.271695,-29.357635,,,,,,,
1504199778.054430,-0.000467,0.578021,-0.345178,-0.130634,-0.247554,-0.108315,-0.000392,-0.546368,-0.837545,0.000285,-0.001560,-0.041208,16.880007,-12.422147,-29.131500,,,,,,,
1504199778.064440,-0.002415,0.576648,-0.346075,-0.106308,-0.243544,-0.059180,-0.002024,-0.545217,-0.838293,0.003642,-0.010814,-0.035105,16.880007,-12.422147,-29.131500,,,,,,,
1504199778.074450,-0.004401,0.575975,-0.346332,-0.053924,-0.199272,-0.008999,-0.003691,-0.544652,-0.838654,0.015349,-0.017848,-0.020157,16.728960,-12.271924,-29.582977,,,,,,,
1504199778.084459,-0.006117,0.575937,-0.346000,0.014604,-0.138083,0.040112,-0.005130,-0.544621,-0.838667,0.020420,-0.022487,-0.005205,16.728960,-12.271924,-29.582977,,,,,,,
1504199778.094469,-0.007443,0.576610,-0.345133,0.084319,-0.067304,0.080669,-0.006239,-0.545185,-0.838293,0.019896,-0.025845,0.010107,16.953356,-12.120603,-29.733582,,,,,,,
1504199778.104479,-0.007955,0.578679,-0.344051,0.145563,0.003561,0.109469,-0.006659,-0.546919,-0.837159,0.012977,-0.024828,0.023851,16.953356,-12.120603,-29.733582,,,,,,,
1504199778.114489,-0.008217,0.580439,-0.342598,0.184429,0.069294,0.123297,-0.006871,-0.548391,-0.836194,0.006047,-0.020548,0.034176,16.729708,-12.571927,-29.580750,,,,,,,
1504199778.124498,-0.008016,0.582384,-0.341071,0.197596,0.116070,0.125372,-0.006695,-0.550017,-0.835127,0.000377,-0.015322,0.037138,16.729708,-12.571927,-29.580750,,,,,,,
1504199778.134508,-0.007372,0.584317,-0.339569,0.192605,0.157672,0.123155,-0.006149,-0.551630,-0.834066,-0.004426,-0.012152,0.038275,16.504152,-12.347928,-29.582977,,,,,,,
1504199778.144518,-0.006513,0.586897,-0.338081,0.179144,0.196167,0.103852,-0.005423,-0.553780,-0.832645,-0.009774,-0.009071,0.042301,16.504152,-12.347928,-29.582977,,,,,,,
1504199778.154528,-0.004769,0.588470,-0.337086,0.150815,0.237988,0.074909,-0.003967,-0.555089,-0.831782,-0.017014,-0.003551,0.049967,16.654863,-12.497708,-29.356506,,,,,,,
1504199778.164538,-0.002675,0.589696,-0.336392,0.111557,0.250059,0.050270,-0.002223,-0.556108,-0.831107,-0.011418,-0.000395,0.054740,16.654863,-12.497708,-29.356506,,,,,,,
1504199778.174547,-0.000529,0.590416,-0.336004,0.057094,0.229220,0.026729,-0.000439,-0.556707,-0.830709,-0.018543,-0.004878,0.054754,16.730242,-12.647367,-29.355194,,,,,,,
1504199778.184557,0.001030,0.591193,-0.335605,-0.008133,0.199939,0.009591,0.000855,-0.557352,-0.830276,-0.016053,-0.003332,0.047530,16.730242,-12.647367,-29.355194,,,,,,,
1504199778.194567,0.002884,0.590604,-0.335650,-0.076492,0.179209,-0.008636,0.002395,-0.556863,-0.830601,-0.011993,0.006127,0.034810,16.956697,-12.872556,-28.752930,,,,,,,
1504199778.204577,0.004769,0.589325,-0.335884,-0.143667,0.174451,-0.024755,0.003965,-0.555800,-0.831306,-0.009839,0.012206,0.026711,16.956697,-12.872556,-28.752930,,,,,,,
1504199778.214556,0.006936,0.587652,-0.336389,-0.171068,0.200279,-0.051534,0.005772,-0.554408,-0.832225,-0.003285,0.010280,0.017207,16.955767,-12.721814,-29.129089,,,,,,,
1504199778.224566,0.009691,0.585961,-0.337283,-0.155833,0.223621,-0.073964,0.008074,-0.553001,-0.833142,0.002210,0.010474,0.014721,16.955767,-12.721814,-29.129089,,,,,,,
1504199778.234575,0.012656,0.584757,-0.338315,-0.105435,0.244535,-0.090992,0.010553,-0.551997,-0.833779,-0.007150,0.037333,0.031884,17.255388,-12.570462,-29.129456,,,,,,,
1504199778.244585,0.015886,0.584185,-0.339518,-0.038020,0.259980,-0.105846,0.013251,-0.551520,-0.834056,-0.026740,0.039344,0.037288,17.255388,-12.570462,-29.129456,,,,,,,
1504199778.254595,0.019373,0.584235,-0.340897,0.020852,0.276556,-0.117515,0.016159,-0.551561,-0.833978,-0.031814,0.047151,0.045633,17.179750,-12.270947,-29.056885,,,,,,,
1504199778.264605,0.022140,0.584367,-0.341901,0.075340,0.282503,-0.123831,0.018465,-0.551672,-0.833857,-0.033647,0.052175,0.041880,17.179750,-12.270947,-29.056885,,,,,,,
1504199778.274614,0.025907,0.585442,-0.343521,0.121317,0.287464,-0.135502,0.021590,-0.552568,-0.833188,-0.039641,0.048143,0.032163,17.554476,-12.119412,-28.982117,,,,,,,
1504199778.284624,0.029916,0.586953,-0.345341,0.167408,0.304151,-0.151462,0.024905,-0.553826,-0.832260,-0.038898,0.045312,0.025756,17.554476,-12.119412,-28.982117,,,,,,,
1504199778.294634,0.034347,0.588962,-0.347356,0.216851,0.341054,-0.165318,0.028554,-0.555499,-0.831027,-0.034047,0.046893,0.020282,17.705187,-12.493436,-29.128906,,,,,,,
1504199778.304644,0.038556,0.590981,-0.349132,0.238666,0.390970,-0.181375,0.032009,-0.557176,-0.829777,-0.036418,0.035982,0.025135,17.705187,-12.493436,-29.128906,,,,,,,
1504199778.314653,0.044113,0.593258,-0.351590,0.233684,0.425127,-0.197455,0.036563,-0.559066,-0.828317,-0.035419,0.021712,0.016046,17.855913,-12.643216,-28.902405,,,,,,,
1504199778.324663,0.049748,0.595426,-0.354121,0.222944,0.415626,-0.198525,0.041170,-0.560862,-0.826885,-0.025590,0.007471,-0.004551,17.855913,-12.643216,-28.902405,,,,,,,
1504199778.334673,0.054892,0.597379,-0.356584,0.201121,0.360386,-0.189926,0.045363,-0.562477,-0.825567,-0.014174,-0.010765,-0.022043,17.931810,-12.868329,-28.675507,,,,,,,
1504199778.344683,0.059242,0.599116,-0.358831,0.174813,0.285988,-0.168492,0.048895,-0.563913,-0.824386,0.000116,-0.025489,-0.036683,17.931810,-12.868329,-28.675507,,,,,,,
1504199778.354693,0.062724,0.600662,-0.360713,0.162472,0.229581,-0.137460,0.051711,-0.565189,-0.823339,0.022309,-0.039135,-0.053248,18.231432,-12.716977,-28.675873,,,,,,,
1504199778.364702,0.065608,0.602211,-0.362174,0.163122,0.200766,-0.100049,0.054028,-0.566466,-0.822312,0.040683,-0.056016,-0.055587,18.231432,-12.716977,-28.675873,,,,,,,
1504199778.374712,0.068132,0.603761,-0.363128,0.157566,0.199702,-0.057360,0.056043,-0.567742,-0.821296,0.047121,-0.070777,-0.038445,18.381197,-12.491742,-28.452209,,,,,,,
1504199778.384722,0.071912,0.606401,-0.364389,0.142467,0.207247,-0.010441,0.059040,-0.569914,-0.819581,0.053647,-0.084505,-0.029190,18.457262,-12.642301,-28.000916,,,,,,,
1504199778.394732,0.073928,0.607738,-0.364128,0.129459,0.216885,0.046092,0.060635,-0.571012,-0.818699,0.065769,-0.098727,-0.021923,18.457262,-12.642301,-28.000916,,,,,,,
1504199778.404741,0.075530,0.609029,-0.363179,0.119555,0.213713,0.101585,0.061891,-0.572072,-0.817865,0.072844,-0.100765,-0.011053,18.532183,-12.567121,-27.926270,,,,,,,
1504199778.414751,0.076638,0.610306,-0.361649,0.117038,0.192377,0.144315,0.062741,-0.573118,-0.817067,0.073413,-0.083300,-0.002299,18.532183,-12.567121,-27.926270,,,,,,,
1504199778.424761,0.077262,0.611599,-0.359818,0.116666,0.157196,0.162522,0.063194,-0.574177,-0.816288,0.062310,-0.048427,-0.005138,18.982210,-12.714643,-28.149048,,,,,,,
1504199778.434771,0.077355,0.612773,-0.357955,0.101303,0.101915,0.159391,0.063218,-0.575138,-0.815610,0.046661,-0.012676,-0.013369,18.982210,-12.714643,-28.149048,,,,,,,
