timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504196110.668753,-0.017514,0.415794,-1.574149,0.030402,0.004564,0.042935,-0.016021,-0.403917,-0.914655,0.033233,0.017228,0.003828,12.730364,-3.064160,-29.962067,,,,,,,
1504196110.678762,-0.017351,0.416146,-1.573974,0.062032,-0.044701,0.038808,-0.015870,-0.404238,-0.914516,0.031373,0.017626,0.005016,12.879915,-2.838635,-29.888367,,,,,,,
1504196110.688772,-0.017416,0.416519,-1.573902,0.060996,-0.049997,0.022805,-0.015926,-0.404579,-0.914364,0.027737,0.017067,-0.002552,12.879915,-2.838635,-29.888367,,,,,,,
1504196110.698782,-0.017220,0.416729,-1.574011,0.045340,-0.017873,0.003507,-0.015746,-0.404771,-0.914282,0.023619,0.014009,-0.009500,13.105471,-3.062619,-29.886108,,,,,,,
1504196110.708792,-0.016633,0.416769,-1.574259,0.021214,0.024970,-0.011554,-0.015208,-0.404808,-0.914275,0.018581,0.011940,-0.006242,13.105471,-3.062619,-29.886108,,,,,,,
1504196110.718801,-0.015764,0.416559,-1.574507,-0.008470,0.051854,-0.007384,-0.014415,-0.404616,-0.914373,0.016475,0.010130,-0.005274,12.804918,-2.838971,-29.888550,,,,,,,
1504196110.728811,-0.014858,0.416112,-1.574665,-0.031970,0.054174,0.001110,-0.013589,-0.404207,-0.914566,0.016351,0.008242,-0.007507,12.804918,-2.838971,-29.888550,,,,,,,
1504196110.738821,-0.013963,0.415533,-1.574756,-0.042728,0.048931,0.009640,-0.012774,-0.403677,-0.914812,0.019778,0.006918,-0.009809,12.955477,-3.063291,-29.886475,,,,,,,
1504196110.748831,-0.013164,0.414888,-1.574846,-0.043913,0.034029,0.008597,-0.012047,-0.403087,-0.915082,0.021263,0.010097,-0.007266,12.955477,-3.063291,-29.886475,,,,,,,
1504196110.758840,-0.012498,0.414160,-1.575027,-0.039742,0.015897,-0.002039,-0.011441,-0.402421,-0.915383,0.022519,0.016465,-0.006873,12.654802,-2.839490,-29.963928,,,,,,,
1504196110.768850,-0.011913,0.413466,-1.575331,-0.024746,0.014728,-0.016958,-0.010909,-0.401785,-0.915669,0.019484,0.019675,-0.010021,12.654802,-2.839490,-29.963928,,,,,,,
1504196110.778860,-0.011345,0.412893,-1.575730,-0.007628,0.014602,-0.027606,-0.010392,-0.401261,-0.915905,0.016190,0.022888,-0.008320,12.880022,-2.838773,-29.813385,,,,,,,
1504196110.788870,-0.010846,0.412418,-1.576163,0.007251,0.005961,-0.030772,-0.009936,-0.400825,-0.916101,0.015322,0.024177,-0.012046,12.880022,-2.838773,-29.813385,,,,,,,
1504196110.798879,-0.010560,0.412042,-1.576556,0.023113,-0.009089,-0.027521,-0.009676,-0.400481,-0.916254,0.012713,0.024352,-0.017828,12.880251,-2.839078,-29.663361,,,,,,,
1504196110.808859,-0.010379,0.411884,-1.576918,0.041115,-0.022026,-0.022135,-0.009511,-0.400336,-0.916319,0.015325,0.022620,-0.018282,12.880251,-2.839078,-29.663361,,,,,,,
1504196110.818868,-0.010317,0.411943,-1.577240,0.060257,-0.028575,-0.021027,-0.009453,-0.400391,-0.916296,0.013756,0.021790,-0.016978,12.504091,-2.465466,-29.817108,,,,,,,
1504196110.828878,-0.010174,0.412112,-1.577593,0.067862,-0.014776,-0.027447,-0.009322,-0.400546,-0.916229,0.012450,0.022952,-0.013992,12.504091,-2.465466,-29.817108,,,,,,,
1504196110.838888,-0.009849,0.412270,-1.578055,0.057387,0.003439,-0.038176,-0.009024,-0.400690,-0.916169,0.010596,0.022089,-0.009902,12.955324,-2.913587,-29.737610,,,,,,,
1504196110.848855,-0.009284,0.412334,-1.578583,0.041518,0.019559,-0.040370,-0.008506,-0.400749,-0.916148,0.011451,0.018883,-0.009984,12.955324,-2.913587,-29.737610,,,,,,,
1504196110.858865,-0.008753,0.412305,-1.579034,0.022234,0.015449,-0.031859,-0.008020,-0.400722,-0.916165,0.010797,0.015041,-0.006550,13.029833,-2.763104,-29.813568,,,,,,,
1504196110.868874,-0.008393,0.412190,-1.579389,0.007052,-0.006814,-0.019038,-0.007690,-0.400617,-0.916213,0.013306,0.009916,-0.006852,13.029833,-2.763104,-29.813568,,,,,,,
1504196110.878884,-0.008263,0.412061,-1.579582,0.013211,-0.026059,-0.001916,-0.007572,-0.400499,-0.916266,0.015933,0.009370,-0.010095,13.105364,-3.062467,-29.961121,,,,,,,
1504196110.888894,-0.008358,0.412102,-1.579598,0.033337,-0.035825,0.010944,-0.007659,-0.400536,-0.916249,0.014662,0.013512,-0.002956,13.105364,-3.062467,-29.961121,,,,,,,
1504196110.898904,-0.008550,0.412404,-1.579614,0.059942,-0.046692,0.006738,-0.007833,-0.400813,-0.916126,0.015096,0.016337,0.002735,12.804873,-2.689420,-29.664673,,,,,,,
1504196110.908913,-0.008839,0.412899,-1.579674,0.085478,-0.057550,0.002530,-0.008096,-0.401266,-0.915926,0.014673,0.019171,0.002153,12.804873,-2.689420,-29.664673,,,,,,,
1504196110.918923,-0.009140,0.413533,-1.579791,0.100414,-0.059796,-0.001712,-0.008370,-0.401847,-0.915668,0.016365,0.021934,0.000461,12.655519,-2.989942,-29.737793,,,,,,,
1504196110.928933,-0.009389,0.414262,-1.580006,0.098374,-0.055500,-0.014534,-0.008595,-0.402514,-0.915373,0.015309,0.017337,-0.000947,12.655519,-2.989942,-29.737793,,,,,,,
1504196110.938943,-0.009328,0.414799,-1.580446,0.067768,-0.026451,-0.035987,-0.008537,-0.403006,-0.915157,0.013710,0.014396,-0.001377,12.880251,-3.063336,-30.036682,,,,,,,
1504196110.948952,-0.008778,0.415012,-1.581072,0.027643,0.017587,-0.050011,-0.008033,-0.403201,-0.915076,0.013892,0.010043,-0.002572,12.880251,-3.063336,-30.036682,,,,,,,
1504196110.958962,-0.007888,0.414947,-1.581659,-0.007281,0.057298,-0.043737,-0.007219,-0.403141,-0.915109,0.009507,0.005330,0.000009,12.953890,-2.612699,-30.189880,,,,,,,
1504196110.968972,-0.006764,0.414651,-1.582142,-0.031628,0.086264,-0.036359,-0.006191,-0.402871,-0.915236,0.006908,0.003228,0.001982,12.953890,-2.612699,-30.189880,,,,,,,
1504196110.978982,-0.005494,0.414238,-1.582571,-0.042287,0.091676,-0.029981,-0.005029,-0.402493,-0.915409,0.010019,0.002224,0.002919,13.104906,-2.837613,-29.887817,,,,,,,
1504196110.988991,-0.004195,0.413772,-1.583024,-0.042370,0.082089,-0.028897,-0.003841,-0.402066,-0.915603,0.014659,0.004910,0.005126,13.104906,-2.837613,-29.887817,,,,,,,
