timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504199262.626828,-0.064065,0.686632,1.723039,-0.137106,-0.053354,0.047222,-0.049513,-0.633936,-0.771799,0.009046,0.006449,-0.009940,16.527575,-19.704540,-26.227753,,,,,,,
1504199262.636838,-0.065520,0.684868,1.723338,-0.186876,-0.150960,0.029162,-0.050710,-0.632571,-0.772841,0.023274,0.017535,-0.039507,16.376894,-19.480053,-26.304840,,,,,,,
1504199262.646848,-0.066737,0.681658,1.722666,-0.220591,-0.245496,0.003649,-0.051785,-0.630082,-0.774800,0.030590,0.016373,-0.045405,16.376894,-19.480053,-26.304840,,,,,,,
1504199262.656857,-0.069270,0.679301,1.722128,-0.244271,-0.295344,-0.034730,-0.053850,-0.628249,-0.776146,0.025957,0.011565,-0.035011,16.076677,-19.481106,-26.455566,,,,,,,
1504199262.666867,-0.071662,0.676746,1.721215,-0.266537,-0.291941,-0.057190,-0.055821,-0.626260,-0.777614,0.020482,0.008187,-0.025182,16.076677,-19.481106,-26.455566,,,,,,,
1504199262.676877,-0.073573,0.674073,1.720017,-0.274685,-0.256687,-0.078615,-0.057430,-0.624173,-0.779172,0.009197,0.008466,-0.011996,15.851519,-19.332424,-26.307251,,,,,,,
1504199262.686887,-0.074827,0.671212,1.718547,-0.270087,-0.220485,-0.087210,-0.058540,-0.621935,-0.780877,0.006294,0.008563,0.001016,15.851519,-19.332424,-26.307251,,,,,,,
1504199262.696896,-0.075958,0.668726,1.717224,-0.250632,-0.186551,-0.082967,-0.059540,-0.619987,-0.782350,0.006241,0.012260,0.005708,16.075731,-19.106106,-26.458374,,,,,,,
1504199262.706906,-0.076813,0.666472,1.716026,-0.225842,-0.150532,-0.075516,-0.060316,-0.618217,-0.783690,0.000212,0.015021,0.005339,16.075731,-19.106106,-26.458374,,,,,,,
1504199262.716916,-0.077547,0.664546,1.714996,-0.187371,-0.134878,-0.062668,-0.060983,-0.616702,-0.784831,0.009088,0.012744,-0.001317,15.550097,-19.032864,-26.760223,,,,,,,
1504199262.726926,-0.077740,0.662899,1.713818,-0.130985,-0.140687,-0.040148,-0.061214,-0.615405,-0.785831,0.021480,0.007006,-0.006573,15.550097,-19.032864,-26.760223,,,,,,,
1504199262.736936,-0.079011,0.662120,1.713448,-0.062914,-0.151929,-0.015460,-0.062250,-0.614790,-0.786230,0.029932,0.000761,-0.006891,15.549944,-19.107418,-26.984680,,,,,,,
1504199262.746945,-0.080489,0.661946,1.713486,-0.002156,-0.141803,0.012380,-0.063421,-0.614653,-0.786244,0.037100,-0.000734,-0.002239,15.549944,-19.107418,-26.984680,,,,,,,
1504199262.756955,-0.082066,0.662196,1.713921,0.035179,-0.126154,0.039102,-0.064649,-0.614850,-0.785990,0.033643,-0.000461,-0.002676,15.774630,-19.031261,-27.059692,,,,,,,
1504199262.766965,-0.082566,0.662527,1.713918,0.042699,-0.113425,0.048693,-0.065024,-0.615111,-0.785754,0.029945,0.001967,-0.007474,15.774630,-19.031261,-27.059692,,,,,,,
1504199262.776964,-0.084072,0.662815,1.714514,0.027772,-0.115428,0.043334,-0.066193,-0.615338,-0.785479,0.033036,0.009122,-0.014509,15.699938,-18.882488,-26.610992,,,,,,,
1504199262.786973,-0.085566,0.662846,1.715015,-0.002085,-0.117306,0.036881,-0.067365,-0.615363,-0.785360,0.030515,0.013602,-0.020045,15.699938,-18.882488,-26.610992,,,,,,,
1504199262.796983,-0.086008,0.661852,1.714807,-0.028671,-0.110682,0.028280,-0.067764,-0.614579,-0.785939,0.025436,0.017106,-0.022533,15.549974,-19.256969,-27.208588,,,,,,,
1504199262.806993,-0.086484,0.660895,1.714709,-0.027609,-0.104304,0.037873,-0.068189,-0.613824,-0.786493,0.024167,0.018456,-0.015204,15.549974,-19.256969,-27.208588,,,,,,,
1504199262.817003,-0.087277,0.660278,1.714907,-0.025340,-0.088335,0.035712,-0.068846,-0.613336,-0.786816,0.012663,0.016504,0.001034,15.849520,-19.030773,-27.134491,,,,,,,
1504199262.827012,-0.087580,0.659780,1.714864,-0.020969,-0.075575,0.034626,-0.069111,-0.612943,-0.787099,0.022938,0.019910,0.007299,15.849520,-19.030773,-27.134491,,,,,,,
1504199262.837022,-0.088111,0.659073,1.714822,-0.036045,-0.101008,0.020766,-0.069567,-0.612385,-0.787493,0.017870,0.023899,0.007372,15.549868,-19.256817,-27.283569,,,,,,,
1504199262.847032,-0.088813,0.657830,1.714250,-0.034867,-0.128658,-0.047498,-0.070187,-0.611401,-0.788202,0.013348,0.037838,-0.001547,15.549868,-19.256817,-27.283569,,,,,,,
1504199262.857042,-0.088397,0.656373,1.712216,-0.022683,-0.130794,-0.143542,-0.069938,-0.610247,-0.789118,0.029090,0.078433,0.024637,15.548738,-19.031078,-27.660248,,,,,,,
1504199262.867021,-0.088090,0.656313,1.709874,-0.023318,-0.107295,-0.192685,-0.069699,-0.610200,-0.789176,0.010754,0.076813,0.040488,15.548738,-19.031078,-27.660248,,,,,,,
1504199262.877031,-0.087496,0.656216,1.707385,-0.030627,-0.088053,-0.193799,-0.069235,-0.610123,-0.789276,-0.022302,0.050766,0.036453,15.623476,-18.880886,-27.586212,,,,,,,
1504199262.887040,-0.087004,0.655887,1.705041,-0.053205,-0.099605,-0.177807,-0.068864,-0.609863,-0.789509,-0.031737,0.044738,0.027028,15.623476,-18.880886,-27.586212,,,,,,,
1504199262.897050,-0.088071,0.654363,1.703618,-0.077961,-0.118624,-0.166066,-0.069789,-0.608654,-0.790361,-0.032216,0.048412,0.016999,15.773211,-18.730358,-27.511963,,,,,,,
1504199262.907060,-0.087886,0.653549,1.701452,-0.103486,-0.107758,-0.165062,-0.069686,-0.608008,-0.790867,-0.020494,0.059211,0.016239,15.773211,-18.730358,-27.511963,,,,,,,
1504199262.917070,-0.087411,0.652515,1.699248,-0.123523,-0.077757,-0.164082,-0.069365,-0.607187,-0.791526,-0.015901,0.057352,0.016028,15.623659,-18.731640,-27.212341,,,,,,,
1504199262.927080,-0.086433,0.651409,1.697039,-0.123072,-0.021284,-0.164181,-0.068648,-0.606308,-0.792261,-0.019715,0.048645,0.018641,15.623659,-18.731640,-27.212341,,,,,,,
1504199262.937089,-0.085596,0.650049,1.695433,-0.099002,0.058413,-0.156802,-0.068055,-0.605226,-0.793140,-0.020262,0.037477,0.029788,15.622713,-18.580883,-27.588470,,,,,,,
1504199262.947099,-0.083518,0.649428,1.693430,-0.067825,0.091184,-0.151469,-0.066439,-0.604731,-0.793654,-0.019499,0.017145,0.029906,15.622713,-18.580883,-27.588470,,,,,,,
1504199262.957109,-0.081520,0.649100,1.691473,-0.038058,0.077087,-0.152460,-0.064870,-0.604470,-0.793983,-0.013637,-0.004158,0.008048,15.847979,-18.729733,-27.661774,,,,,,,
