timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504198043.813131,0.012646,0.420748,0.493729,-0.045266,0.059070,0.030475,0.011543,-0.408443,-0.912711,-0.027213,0.044292,-0.011865,13.553820,-2.983655,-30.860596,,,,,,,
1504198043.823140,0.012333,0.419731,0.494259,-0.026411,0.017350,0.031651,0.011263,-0.407515,-0.913129,-0.022981,0.039671,-0.010379,13.553820,-2.983655,-30.860596,,,,,,,
1504198043.833150,0.011633,0.418972,0.494781,-0.003293,-0.024406,0.033902,0.010626,-0.406821,-0.913446,-0.020254,0.037376,-0.010367,13.478624,-2.908994,-30.861359,,,,,,,
1504198043.843160,0.010599,0.418411,0.495290,0.015647,-0.057598,0.031861,0.009684,-0.406309,-0.913684,-0.019557,0.037459,-0.008923,13.478624,-2.908994,-30.861359,,,,,,,
1504198043.853133,0.009370,0.418012,0.495716,0.021947,-0.075759,0.021232,0.008563,-0.405944,-0.913858,-0.019717,0.036010,-0.005545,13.703295,-2.683270,-30.712494,,,,,,,
1504198043.863142,0.008145,0.417543,0.495987,0.014530,-0.076754,0.007346,0.007445,-0.405516,-0.914058,-0.020201,0.035765,-0.009007,13.703295,-2.683270,-30.712494,,,,,,,
1504198043.873152,0.007081,0.417011,0.496155,0.008285,-0.060716,-0.000163,0.006474,-0.405030,-0.914281,-0.020512,0.034836,-0.010463,13.328554,-2.610562,-30.413940,,,,,,,
1504198043.883162,0.006136,0.416525,0.496379,0.003096,-0.039370,0.002994,0.005611,-0.404585,-0.914483,-0.023495,0.030577,-0.007483,13.328554,-2.610562,-30.413940,,,,,,,
1504198043.893172,0.005366,0.416020,0.496686,0.000001,-0.019113,0.012560,0.004908,-0.404123,-0.914691,-0.023753,0.029718,-0.006329,13.328295,-2.684964,-30.713409,,,,,,,
1504198043.903181,0.004815,0.415494,0.497086,0.000110,0.002182,0.023198,0.004405,-0.403642,-0.914907,-0.021511,0.030168,-0.007747,13.328295,-2.684964,-30.713409,,,,,,,
