timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504199062.351178,-0.061673,0.687335,2.226983,-0.027587,0.073133,-0.054497,-0.047640,-0.634479,-0.771470,0.073351,0.154758,-0.077910,25.808748,19.151031,-30.028564,,,,,,,
1504199062.361188,-0.060371,0.686721,2.225971,-0.077696,0.061851,-0.080182,-0.046658,-0.634005,-0.771920,0.058331,0.150957,-0.086463,25.808748,19.151031,-30.028564,,,,,,,
1504199062.371198,-0.059130,0.685719,2.224640,-0.114104,0.031272,-0.102606,-0.045738,-0.633230,-0.772611,0.047462,0.144720,-0.086352,26.033968,19.151733,-29.877991,,,,,,,
1504199062.381208,-0.058203,0.684468,2.223065,-0.135798,-0.021815,-0.116426,-0.045067,-0.632261,-0.773444,0.045129,0.144346,-0.080377,26.033968,19.151733,-29.877991,,,,,,,
1504199062.391218,-0.057882,0.683031,2.221446,-0.157656,-0.086637,-0.116350,-0.044872,-0.631147,-0.774364,0.046032,0.148344,-0.074498,25.958666,19.226547,-29.953735,,,,,,,
1504199062.401227,-0.058392,0.681365,2.219909,-0.178633,-0.169590,-0.107701,-0.045328,-0.629854,-0.775390,0.050852,0.146089,-0.081498,25.958666,19.226547,-29.953735,,,,,,,
1504199062.411237,-0.059753,0.679437,2.218470,-0.204891,-0.245041,-0.098007,-0.046456,-0.628356,-0.776538,0.065865,0.140440,-0.091809,25.957842,19.601410,-29.881561,,,,,,,
1504199062.421216,-0.062046,0.677364,2.217171,-0.215247,-0.331283,-0.085064,-0.048317,-0.626741,-0.777728,0.081932,0.133135,-0.102933,25.957842,19.601410,-29.881561,,,,,,,
1504199062.431226,-0.065210,0.675276,2.216086,-0.212696,-0.400588,-0.065724,-0.050863,-0.625113,-0.778876,0.092931,0.124609,-0.106363,25.507051,19.824677,-30.034363,,,,,,,
1504199062.441236,-0.069032,0.673411,2.215296,-0.181094,-0.436038,-0.041056,-0.053919,-0.623656,-0.779837,0.094660,0.117995,-0.101266,25.507051,19.824677,-30.034363,,,,,,,
1504199062.451246,-0.073080,0.672044,2.214988,-0.122436,-0.416313,-0.004698,-0.057138,-0.622587,-0.780462,0.094735,0.118665,-0.085581,25.206377,20.048477,-30.111755,,,,,,,
1504199062.461255,-0.076950,0.671309,2.215268,-0.054914,-0.350847,0.039067,-0.060193,-0.622012,-0.780691,0.093244,0.115954,-0.072672,25.206377,20.048477,-30.111755,,,,,,,
1504199062.471265,-0.080343,0.671167,2.216253,0.005368,-0.252296,0.090233,-0.062849,-0.621900,-0.780570,0.085889,0.116682,-0.069848,24.905245,20.272888,-30.489197,,,,,,,
1504199062.481275,-0.083012,0.671505,2.217910,0.055160,-0.134472,0.136010,-0.064914,-0.622165,-0.780190,0.075076,0.122745,-0.068351,24.905245,20.272888,-30.489197,,,,,,,
1504199062.491285,-0.084873,0.672226,2.220020,0.093214,-0.028254,0.163641,-0.066328,-0.622729,-0.779621,0.068129,0.130236,-0.068233,24.906420,19.897583,-30.336395,,,,,,,
1504199062.501294,-0.085986,0.673239,2.222375,0.123690,0.055663,0.177422,-0.067142,-0.623522,-0.778918,0.063739,0.136553,-0.072050,24.906420,19.897583,-30.336395,,,,,,,
1504199062.511304,-0.086416,0.674672,2.224773,0.172259,0.121337,0.170986,-0.067400,-0.624641,-0.777998,0.058946,0.145424,-0.079226,25.056231,19.749008,-30.709900,,,,,,,
1504199062.521314,-0.086509,0.676601,2.227004,0.217279,0.134840,0.150760,-0.067367,-0.626147,-0.776789,0.059982,0.174242,-0.071508,25.056231,19.749008,-30.709900,,,,,,,
1504199062.531324,-0.086399,0.678896,2.228935,0.249378,0.128212,0.122007,-0.067158,-0.627934,-0.775364,0.052754,0.180729,-0.091061,25.281496,19.600159,-30.783234,,,,,,,
1504199062.541333,-0.086128,0.681431,2.230408,0.263356,0.116417,0.081491,-0.066811,-0.629905,-0.773793,0.048409,0.179069,-0.102580,25.281496,19.600159,-30.783234,,,,,,,
1504199062.551343,-0.085549,0.684030,2.231296,0.263578,0.114334,0.033462,-0.066223,-0.631921,-0.772198,0.046905,0.179208,-0.111408,25.057512,19.373550,-30.482056,,,,,,,
1504199062.561353,-0.084526,0.686552,2.231522,0.249994,0.118760,-0.016737,-0.065297,-0.633874,-0.770675,0.044042,0.181512,-0.107743,25.057512,19.373550,-30.482056,,,,,,,
1504199062.571363,-0.082914,0.688895,2.231011,0.223701,0.131822,-0.072311,-0.063932,-0.635684,-0.769297,0.038999,0.186359,-0.104116,25.057695,19.298553,-30.481506,,,,,,,
1504199062.581373,-0.080711,0.690960,2.229760,0.188852,0.142822,-0.126828,-0.062131,-0.637278,-0.768126,0.038312,0.186808,-0.104723,25.057695,19.298553,-30.481506,,,,,,,
1504199062.591382,-0.077993,0.692748,2.227810,0.159259,0.147379,-0.175988,-0.059954,-0.638654,-0.767155,0.040179,0.183881,-0.102291,25.284426,18.923523,-29.953156,,,,,,,
1504199062.601392,-0.074921,0.694351,2.225290,0.142358,0.145426,-0.213373,-0.057520,-0.639887,-0.766313,0.042124,0.179423,-0.100005,25.284426,18.923523,-29.953156,,,,,,,
1504199062.611402,-0.071590,0.695849,2.222379,0.131834,0.147670,-0.239013,-0.054899,-0.641037,-0.765544,0.043272,0.166596,-0.095418,25.433702,19.074646,-30.178894,,,,,,,
1504199062.621412,-0.067966,0.697390,2.219226,0.139541,0.166805,-0.256112,-0.052057,-0.642219,-0.764751,0.043513,0.155891,-0.084767,25.433702,19.074646,-30.178894,,,,,,,
1504199062.631421,-0.063884,0.699059,2.215960,0.154848,0.210373,-0.260431,-0.048866,-0.643498,-0.763886,0.047478,0.157521,-0.068801,25.284197,18.923813,-30.103149,,,,,,,
1504199062.641431,-0.059246,0.700876,2.212699,0.169169,0.266732,-0.260506,-0.045254,-0.644888,-0.762936,0.043515,0.161825,-0.051212,25.284197,18.923813,-30.103149,,,,,,,
1504199062.651441,-0.054048,0.702755,2.209425,0.174921,0.318899,-0.260588,-0.041222,-0.646322,-0.761950,0.040062,0.160131,-0.043088,25.508791,19.000122,-30.253174,,,,,,,
1504199062.661451,-0.048483,0.704527,2.206104,0.160217,0.346728,-0.262797,-0.036926,-0.647674,-0.761023,0.050597,0.155379,-0.056864,25.508791,19.000122,-30.253174,,,,,,,
1504199062.671386,-0.042715,0.706115,2.202783,0.144327,0.364968,-0.256453,-0.032491,-0.648883,-0.760194,0.058782,0.145739,-0.077315,25.734270,19.075241,-29.803162,,,,,,,
1504199062.681396,-0.036851,0.707699,2.199650,0.151909,0.390461,-0.238339,-0.027996,-0.650087,-0.759344,0.061260,0.141542,-0.086268,25.734270,19.075241,-29.803162,,,,,,,
