711241585000,7.11244588329E11,1,0.095614836,7.214844,6.682282
711241585000,7.11244722329E11,3,171.92252,-47.25653,0.05851702
711245025000,7.11248245662E11,4,0.067113705,0.019975651,0.017710553
711249396000,7.11252062662E11,1,0.038245935,7.256402,6.672216
711249396000,7.11252139329E11,3,171.90788,-47.296288,0.04911355
711255014000,7.11257895912E11,4,0.070309594,0.026288135,0.023534494
711257208000,7.11261384579E11,1,-0.057368904,7.2692585,6.6163063
711257208000,7.11261482412E11,3,171.86893,-47.339603,0.034849122
711265002000,7.11268722746E11,4,0.070309594,0.029963477,0.02656583
711265018000,7.11268868079E11,1,-0.07649187,7.272049,6.518838
711265018000,7.11268971412E11,3,171.82846,-47.38585,0.019704882
711272828000,7.11275756496E11,1,-0.11473781,7.2576985,6.495916
711272828000,7.11276095496E11,3,171.81076,-47.391533,0.013807015
711274990000,7.11278149162E11,4,0.057526033,0.027254146,0.03359451
711280638000,7.11283274746E11,1,-0.07649187,7.270555,6.4400063
711280638000,7.11283396246E11,3,171.77304,-47.43264,0.0029403965
711284978000,7.11287633829E11,4,0.036220096,0.03045202,0.038702253
711288448000,7.11291141579E11,1,-0.057368904,7.2275014,6.37124
711288448000,7.11291293662E11,3,171.73793,-47.4623,-0.005887623
711294966000,7.11298325412E11,4,0.009587673,0.030857295,0.046447136
711296257000,7.11298876496E11,1,-0.019122967,7.180162,6.3211102
711296257000,7.11299066579E11,3,171.70872,-47.476868,-0.009576566
711304065000,7.11306774079E11,1,0.0,7.0940557,6.1835785
711304065000,7.11306868412E11,3,171.72585,-47.487007,-0.009122998
711304955000,7.11307540329E11,4,-0.029828314,0.03134584,0.058583558
711311874000,7.11315238329E11,1,0.019122967,7.0625625,6.2352023
711311874000,7.11315386579E11,3,171.6988,-47.478245,-0.005981965
711314943000,7.11318267829E11,4,-0.07350549,0.035820648,0.062891826
711319684000,7.11324296579E11,1,0.11473781,7.132824,6.270981
711319684000,7.11324456912E11,3,171.69177,-47.445896,0.0021194932
711324931000,7.11327759996E11,4,-0.10972559,0.043804266,0.061448354
711327494000,7.11330499746E11,1,0.11473781,7.1615252,6.316825
711327494000,7.11330615912E11,3,171.68156,-47.392662,0.006513226
711334919000,7.11337831996E11,4,-0.12783563,0.04938947,0.056174077
711335304000,7.11338222412E11,1,0.13386077,7.134319,6.349813
711335304000,7.11338314079E11,3,171.67313,-47.327736,0.007442772
711343115000,7.11345779246E11,1,0.19122967,7.1615252,6.316825
711343115000,7.11345931746E11,3,171.73073,-47.337143,0.017427014
711344907000,7.11347426912E11,4,-0.14488038,0.055535417,0.05321493
711350086000,7.11352937912E11,2,0.0,-19.111805,-28.44389
711350925000,7.11353911162E11,1,0.22947562,7.190228,6.362669
711350925000,7.11354317162E11,3,171.65854,-47.263687,0.017510043
711354896000,7.11358570496E11,4,-0.15553336,0.048828736,0.053858936
711358735000,7.11361613912E11,1,0.26772153,7.196008,6.4228644
711358735000,7.11361749829E11,3,171.68155,-47.18377,0.024514616
711364884000,7.11367601079E11,4,-0.15553336,0.048029266,0.052582003
711366545000,7.11369547829E11,1,0.28684452,7.1932178,6.520333
711366545000,7.11369632329E11,3,171.70567,-47.10132,0.032248955
711374354000,7.11377118162E11,1,0.24859858,7.2090635,6.6220865
711374354000,7.11377257996E11,3,171.7644,-47.10422,0.04495823
711374872000,7.11377503912E11,4,-0.15553336,0.04411519,0.050588865
711382164000,7.11384879996E11,1,0.30596748,7.206273,6.7195554
711382164000,7.11385091662E11,3,171.78566,-47.016323,0.05415487
711384860000,7.11387580496E11,4,-0.16299044,0.04236079,0.05346474
711389974000,7.11392667329E11,1,0.32509044,7.120365,6.837155
711389974000,7.11392803079E11,3,171.80066,-46.918385,0.06599074
711394849000,7.11397480829E11,4,-0.16618632,0.039484914,0.051710337
711397784000,7.11400569162E11,1,0.32509044,7.055884,6.8615713
711397784000,7.11400652412E11,3,171.81363,-46.81657,0.078019574
711404837000,7.11407491412E11,4,-0.16938221,0.028864158,0.05036121
711405593000,7.11408184162E11,1,0.4207053,7.1649127,6.9847527
711405593000,7.11408293662E11,3,171.8549,-46.713116,0.09895476
711413403000,7.11416362079E11,1,0.38245934,7.143485,7.0779357
711413403000,7.11416471329E11,3,171.91841,-46.70217,0.11802895
711414825000,7.11418658912E11,4,-0.15979454,0.020714007,0.043021604
711421214000,7.11424172162E11,1,0.38245934,7.152056,7.040663
711421214000,7.11424358912E11,3,171.95258,-46.60272,0.13663167
711424813000,7.11428122912E11,4,-0.12463974,0.017110854,0.03016898
711429025000,7.11431643579E11,1,0.30596748,7.144782,6.901635
711429025000,7.11431752162E11,3,171.98425,-46.528297,0.14721699
711434801000,7.11437443996E11,4,-0.10013791,0.005368628,0.024189577
711436835000,7.11439433412E11,1,0.24859858,7.0687404,6.8056617
711436835000,7.11439955996E11,3,172.01129,-46.469063,0.15675752
711444645000,7.11447438412E11,1,0.28684452,7.077311,6.7683887
711444645000,7.11447579579E11,3,172.06876,-46.468166,0.17030676
711444790000,7.11447674579E11,4,-0.091615535,0.0012990898,0.027626187
711452454000,7.11455878162E11,1,0.32509044,7.084586,6.907416
711452454000,7.11456107579E11,3,172.10818,-46.411537,0.1866758
711454778000,7.11457424829E11,4,-0.09374613,-6.940444E-4,0.03154026
711460264000,7.11462873912E11,1,0.34421343,7.078806,6.8472204
711460264000,7.11463155746E11,3,172.15536,-46.355984,0.20643565
711464766000,7.11467443829E11,4,-0.08309316,-0.0038919214,0.026432522
711468073000,7.11470744246E11,1,0.36333638,7.0730257,6.787025
711468073000,7.11470830579E11,3,172.2142,-46.308746,0.22632658
711474754000,7.11477662912E11,4,-0.07244019,-0.0022207901,0.019165106
711475884000,7.11478566579E11,1,0.38245934,7.037247,6.857286
711475884000,7.11478675829E11,3,172.27284,-46.264557,0.24339835
711483695000,7.11486555329E11,1,0.40158233,7.0702353,6.884494
711483695000,7.11486716829E11,3,172.3494,-46.261536,0.26225924
711484743000,7.11487446996E11,4,-0.063917816,-0.0017433241,0.017088702
711491505000,7.11494173246E11,1,0.32509044,7.060169,6.842935
711491505000,7.11494273829E11,3,172.39658,-46.22359,0.27503914
711494731000,7.11497438496E11,4,-0.053264845,-0.002065327,0.013735362
711499315000,7.11502171746E11,1,0.24859858,7.077311,6.7683887
711499315000,7.11502255996E11,3,172.4339,-46.19478,0.28262967
711504719000,7.11507603496E11,4,-0.04793836,-0.0106929485,0.008472158
711507125000,7.11509948662E11,1,0.26772153,7.080102,6.6709204
711507125000,7.11510116912E11,3,172.48871,-46.172535,0.29260316
711512682000,7.11516114412E11,2,0.0,-18.100756,-29.494022
