timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504280469.198794,0.012194,0.475093,-2.958843,-0.118802,0.231298,0.016391,0.010844,-0.457422,-0.889184,-0.014994,0.013833,0.007104,-22.615133,-16.456568,-38.088287,,,,,,,
1504280469.208804,0.013392,0.474121,-2.958793,-0.045068,0.097517,-0.007793,0.011914,-0.456556,-0.889615,-0.006879,0.016874,0.000134,-22.615133,-16.456568,-38.088287,,,,,,,
1504280469.218813,0.013573,0.474247,-2.959060,0.033035,-0.021387,-0.027729,0.012075,-0.456669,-0.889555,0.004970,0.017368,-0.010210,-22.465841,-16.305445,-38.314026,,,,,,,
1504280469.228823,0.012877,0.475065,-2.959484,0.095360,-0.106072,-0.038145,0.011450,-0.457396,-0.889189,0.008142,0.019072,-0.004792,-22.465841,-16.305445,-38.314026,,,,,,,
1504280469.238833,0.011670,0.476252,-2.959881,0.124885,-0.145749,-0.031620,0.010371,-0.458452,-0.888659,0.002904,0.019304,0.000979,-22.390356,-16.455256,-38.237701,,,,,,,
1504280469.248843,0.010215,0.477277,-2.960074,0.121677,-0.138277,-0.018828,0.009073,-0.459362,-0.888203,-0.004938,0.012936,0.000553,-22.390356,-16.455256,-38.237701,,,,,,,
1504280469.258852,0.009160,0.478325,-2.960148,0.096317,-0.097592,-0.002933,0.008132,-0.460293,-0.887730,-0.012541,0.006573,0.003559,-22.539495,-16.531824,-37.787506,,,,,,,
1504280469.268862,0.008566,0.479019,-2.960129,0.060437,-0.044023,0.003315,0.007601,-0.460909,-0.887415,-0.017733,-0.000379,0.002481,-22.539495,-16.531824,-37.787506,,,,,,,
1504280469.278872,0.008579,0.479372,-2.960090,0.026795,0.019124,0.004213,0.007612,-0.461222,-0.887252,-0.020704,-0.001821,-0.000413,-22.764639,-16.607401,-38.012512,,,,,,,
1504280469.288882,0.008627,0.479383,-2.959819,-0.013396,0.063139,0.004067,0.007654,-0.461232,-0.887247,-0.020121,-0.000438,0.002511,-22.764639,-16.607401,-38.012512,,,,,,,
1504280469.298892,0.008964,0.478972,-2.959610,-0.047320,0.085799,-0.003501,0.007955,-0.460867,-0.887433,-0.021337,0.000754,0.000196,-22.688772,-16.907206,-37.935089,,,,,,,
1504280469.308901,0.009447,0.478193,-2.959524,-0.069717,0.081727,-0.012070,0.008387,-0.460175,-0.887789,-0.018397,0.001679,-0.007490,-22.688772,-16.907206,-37.935089,,,,,,,
1504280469.318911,0.009868,0.477304,-2.959605,-0.082616,0.060533,-0.026997,0.008765,-0.459386,-0.888194,-0.016180,0.000615,-0.005025,-22.690207,-16.606302,-38.387329,,,,,,,
