timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504281062.478249,0.080249,0.058945,1.916786,0.317700,-0.034923,-0.114415,0.080023,-0.058911,-0.995051,-0.033515,-0.419284,0.126185,-18.952978,-12.909800,-40.730713,,,,,,,
1504281062.488231,0.079607,0.061451,1.915433,0.236199,-0.085403,-0.112332,0.079373,-0.061412,-0.994952,-0.049664,-0.398564,0.123080,-18.952978,-12.909800,-40.730713,,,,,,,
1504281062.498241,0.078270,0.062923,1.914283,0.127780,-0.159116,-0.098514,0.078036,-0.062881,-0.994966,-0.054720,-0.396439,0.100556,-18.951727,-13.359949,-40.652313,,,,,,,
1504281062.508251,0.076261,0.063382,1.913465,0.028982,-0.221203,-0.069756,0.076034,-0.063340,-0.995091,-0.054473,-0.410262,0.083501,-18.951727,-13.359949,-40.652313,,,,,,,
1504281062.518261,0.073593,0.063207,1.913024,-0.026101,-0.283655,-0.035584,0.073380,-0.063165,-0.995302,-0.048966,-0.411887,0.075670,-18.951468,-13.285547,-40.352875,,,,,,,
1504281062.528240,0.070496,0.062693,1.913003,-0.057501,-0.316471,0.003913,0.070299,-0.062652,-0.995556,-0.042269,-0.397782,0.090726,-18.951468,-13.285547,-40.352875,,,,,,,
1504281062.538250,0.067332,0.062024,1.913309,-0.069299,-0.306812,0.031628,0.067151,-0.061984,-0.995816,-0.039854,-0.380139,0.112667,-19.101095,-13.436228,-40.352142,,,,,,,
1504281062.548259,0.065008,0.061591,1.913697,-0.038629,-0.202644,0.038970,0.064839,-0.061552,-0.995996,-0.036992,-0.374956,0.128015,-19.101095,-13.436228,-40.352142,,,,,,,
1504281062.558269,0.064016,0.061610,1.914060,0.015936,-0.054967,0.031332,0.063851,-0.061571,-0.996058,-0.042779,-0.363753,0.167979,-19.251165,-13.362055,-40.278046,,,,,,,
1504281062.568279,0.064662,0.062352,1.914138,0.094156,0.102128,0.002371,0.064491,-0.062312,-0.995971,-0.062584,-0.368459,0.188705,-19.251165,-13.362055,-40.278046,,,,,,,
1504281062.578289,0.066733,0.063747,1.913672,0.155186,0.228488,-0.052184,0.066548,-0.063704,-0.995748,-0.058202,-0.376375,0.193944,-19.400488,-13.587870,-40.201752,,,,,,,
1504281062.588298,0.069345,0.065576,1.912491,0.202691,0.252682,-0.125795,0.069140,-0.065529,-0.995452,-0.051654,-0.360619,0.170028,-19.400488,-13.587870,-40.201752,,,,,,,
1504281062.598308,0.071450,0.067932,1.910321,0.268684,0.171256,-0.224806,0.071225,-0.067880,-0.995148,-0.051663,-0.358726,0.114533,-19.776007,-13.514109,-40.428223,,,,,,,
1504281062.608318,0.072324,0.070968,1.907156,0.342634,0.024751,-0.311946,0.072079,-0.070908,-0.994875,-0.045742,-0.374419,0.088976,-19.776007,-13.514109,-40.428223,,,,,,,
1504281062.618328,0.071792,0.074508,1.903463,0.388669,-0.110923,-0.346851,0.071531,-0.074439,-0.994657,-0.040037,-0.390680,0.096418,-19.175406,-13.885965,-40.648926,,,,,,,
