timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504280158.341244,-0.015727,0.319216,3.035243,0.057626,-0.081065,-0.014203,-0.014932,-0.313822,-0.949364,0.015512,-0.048055,0.012932,-21.879141,-11.949594,-39.920227,,,,,,,
1504280158.351253,-0.017448,0.320337,3.034835,0.127157,-0.213736,-0.049072,-0.016560,-0.314887,-0.948985,0.024250,-0.047372,0.012645,-21.654303,-11.798883,-39.770813,,,,,,,
1504280158.361263,-0.019868,0.321891,3.034163,0.164118,-0.274757,-0.070249,-0.018846,-0.316361,-0.948452,0.025240,-0.046829,0.015377,-21.654303,-11.798883,-39.770813,,,,,,,
1504280158.371273,-0.022401,0.323613,3.033410,0.168433,-0.271592,-0.074517,-0.021236,-0.317994,-0.947855,0.017147,-0.049529,0.018640,-22.028387,-12.250269,-39.918335,,,,,,,
1504280158.381283,-0.024553,0.326681,3.032746,0.143220,-0.218110,-0.065045,-0.023252,-0.320901,-0.946827,0.005232,-0.053031,0.017720,-22.028387,-12.250269,-39.918335,,,,,,,
1504280158.391292,-0.025956,0.327826,3.032251,0.103254,-0.132555,-0.043917,-0.024571,-0.321986,-0.946426,-0.002147,-0.058492,0.016601,-22.103842,-12.025751,-39.845245,,,,,,,
1504280158.401302,-0.026445,0.328583,3.032009,0.065529,-0.031038,-0.018544,-0.025027,-0.322702,-0.946170,-0.006299,-0.061087,0.013888,-22.103842,-12.025751,-39.845245,,,,,,,
1504280158.411312,-0.026030,0.328920,3.031933,0.024568,0.058795,-0.004897,-0.024632,-0.323021,-0.946071,-0.009456,-0.058754,0.015209,-22.253119,-12.176874,-39.619476,,,,,,,
1504280158.421322,-0.025402,0.330404,3.032034,0.001449,0.104805,0.000324,-0.024026,-0.324426,-0.945606,-0.005485,-0.051246,0.012241,-22.253119,-12.176874,-39.619476,,,,,,,
1504280158.431301,-0.024326,0.330369,3.032099,-0.002825,0.108031,0.006715,-0.023008,-0.324392,-0.945643,0.002302,-0.043817,0.008097,-22.028616,-12.025721,-39.695038,,,,,,,
1504280158.441311,-0.023535,0.330412,3.032171,0.008618,0.070642,0.005733,-0.022260,-0.324433,-0.945647,0.010084,-0.039367,0.008742,-22.028616,-12.025721,-39.695038,,,,,,,
