timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504282284.990641,-0.073545,0.382009,-1.489960,-0.012303,0.206297,-0.077040,-0.068182,-0.372786,-0.925409,0.007879,-0.064638,0.019632,-21.008936,-21.576788,-37.559235,,,,,,,
1504282285.000651,-0.071787,0.382515,-1.490936,0.062827,0.115124,-0.098097,-0.066542,-0.373254,-0.925340,0.010512,-0.060217,0.026551,-20.858789,-21.501562,-37.334412,,,,,,,
1504282285.010661,-0.070431,0.385762,-1.492176,0.116612,0.027305,-0.107457,-0.065202,-0.376265,-0.924215,0.011277,-0.056306,0.029012,-20.858789,-21.501562,-37.334412,,,,,,,
1504282285.020671,-0.070296,0.387150,-1.493216,0.134192,-0.041040,-0.105172,-0.065039,-0.377551,-0.923702,0.009024,-0.060635,0.027309,-20.485178,-21.124273,-37.636292,,,,,,,
1504282285.030680,-0.070701,0.388490,-1.494229,0.123124,-0.088904,-0.101904,-0.065378,-0.378792,-0.923170,0.005685,-0.063347,0.021162,-20.485178,-21.124273,-37.636292,,,,,,,
1504282285.040690,-0.071335,0.389629,-1.495224,0.101641,-0.103651,-0.096578,-0.065932,-0.379846,-0.922697,0.009398,-0.066367,0.020430,-20.709467,-21.275732,-37.410706,,,,,,,
1504282285.050700,-0.071734,0.392920,-1.496202,0.084503,-0.105664,-0.080595,-0.066211,-0.382888,-0.921419,0.008700,-0.068269,0.020754,-20.709467,-21.275732,-37.410706,,,,,,,
1504282285.060710,-0.072415,0.393753,-1.496851,0.079204,-0.088592,-0.060353,-0.066815,-0.383657,-0.921056,0.006481,-0.062770,0.020146,-21.008570,-21.502539,-37.184784,,,,,,,
1504282285.070719,-0.072830,0.394642,-1.497274,0.089059,-0.045003,-0.041200,-0.067172,-0.384477,-0.920687,0.006931,-0.055205,0.023425,-21.008570,-21.502539,-37.184784,,,,,,,
1504282285.080729,-0.072758,0.395660,-1.497497,0.103315,0.014534,-0.023134,-0.067078,-0.385418,-0.920301,0.006485,-0.052052,0.026136,-20.558008,-21.725515,-37.182007,,,,,,,
1504282285.090739,-0.072096,0.398511,-1.497666,0.103753,0.067805,-0.021093,-0.066389,-0.388046,-0.919246,0.002454,-0.045014,0.029018,-20.558008,-21.725515,-37.182007,,,,,,,
1504282285.100749,-0.071031,0.399407,-1.497874,0.078495,0.107447,-0.027611,-0.065385,-0.388872,-0.918968,0.004228,-0.043958,0.026222,-20.783228,-21.726233,-37.332550,,,,,,,
1504282285.110759,-0.069402,0.401519,-1.498363,0.039066,0.105645,-0.036217,-0.063831,-0.390817,-0.918253,0.010028,-0.044577,0.018396,-20.783228,-21.726233,-37.332550,,,,,,,
1504282285.120768,-0.067666,0.403257,-1.499084,0.002667,0.082506,-0.044780,-0.062191,-0.392417,-0.917683,0.016201,-0.047525,0.014805,-20.932505,-21.877356,-37.106781,,,,,,,
1504282285.130778,-0.066183,0.404794,-1.499868,-0.011369,0.055982,-0.050097,-0.060790,-0.393830,-0.917171,0.016189,-0.047454,0.017360,-20.932505,-21.877356,-37.106781,,,,,,,
1504282285.140788,-0.064981,0.406273,-1.500661,-0.011378,0.048526,-0.056490,-0.059649,-0.395188,-0.916661,0.012454,-0.044478,0.024556,-20.782587,-22.026083,-37.405273,,,,,,,
1504282285.150767,-0.063664,0.407822,-1.501515,0.004688,0.052654,-0.058606,-0.058403,-0.396611,-0.916127,0.015145,-0.042003,0.027562,-20.782587,-22.026083,-37.405273,,,,,,,
1504282285.160777,-0.062472,0.409450,-1.502217,0.028028,0.043917,-0.042541,-0.057271,-0.398105,-0.915550,0.015294,-0.037503,0.028404,-20.707850,-21.875891,-37.331238,,,,,,,
1504282285.170787,-0.061789,0.411066,-1.502544,0.049186,0.034125,-0.019005,-0.056606,-0.399587,-0.914946,0.006969,-0.031428,0.027373,-20.707850,-21.875891,-37.331238,,,,,,,
1504282285.180796,-0.061374,0.412719,-1.502645,0.067239,0.028636,-0.008290,-0.056186,-0.401101,-0.914309,0.004077,-0.027091,0.025546,-20.558344,-21.725073,-37.406982,,,,,,,
1504282285.190806,-0.060860,0.414435,-1.502756,0.082230,0.033839,-0.008274,-0.055674,-0.402673,-0.913649,0.006250,-0.024299,0.024581,-20.558344,-21.725073,-37.406982,,,,,,,
1504282285.200816,-0.060168,0.416227,-1.502955,0.082249,0.032774,-0.011475,-0.054998,-0.404312,-0.912966,0.010717,-0.025604,0.025835,-20.332468,-22.024206,-37.329193,,,,,,,
1504282285.210826,-0.059621,0.417932,-1.503123,0.072652,0.030722,-0.013624,-0.054457,-0.405871,-0.912306,0.006453,-0.027539,0.022368,-20.332468,-22.024206,-37.329193,,,,,,,
1504282285.220835,-0.059059,0.419503,-1.503323,0.058728,0.024438,-0.010435,-0.053906,-0.407307,-0.911699,0.008710,-0.030392,0.017763,-20.332773,-21.949057,-37.404724,,,,,,,
1504282285.230845,-0.058585,0.421108,-1.503474,0.060650,0.003097,0.000278,-0.053437,-0.408772,-0.911071,0.012726,-0.032787,0.019225,-20.332773,-21.949057,-37.404724,,,,,,,
1504282285.240855,-0.058556,0.422842,-1.503401,0.075292,-0.024749,0.017430,-0.053368,-0.410354,-0.910363,0.009850,-0.031678,0.024789,-20.482019,-22.249731,-37.402832,,,,,,,
1504282285.250865,-0.058958,0.424770,-1.503145,0.093114,-0.057944,0.030328,-0.053687,-0.412111,-0.909551,0.009360,-0.031462,0.028935,-20.482019,-22.249731,-37.402832,,,,,,,
1504282285.260874,-0.059591,0.426833,-1.502863,0.102524,-0.083598,0.030388,-0.054212,-0.413990,-0.908666,0.011869,-0.032681,0.029546,-20.556864,-22.175512,-37.178619,,,,,,,
1504282285.270884,-0.060442,0.428917,-1.502659,0.100380,-0.095289,0.016528,-0.054933,-0.415886,-0.907756,0.008714,-0.034294,0.027172,-20.556864,-22.175512,-37.178619,,,,,,,
1504282285.280894,-0.061236,0.430811,-1.502674,0.089821,-0.096247,-0.004838,-0.055606,-0.417608,-0.906924,0.008288,-0.031626,0.023685,-20.333033,-21.799200,-37.330872,,,,,,,
1504282285.290904,-0.062050,0.432577,-1.502777,0.081325,-0.096173,-0.010190,-0.056298,-0.419212,-0.906141,0.005975,-0.031396,0.021803,-20.333033,-21.799200,-37.330872,,,,,,,
1504282285.300914,-0.063029,0.434272,-1.502798,0.073844,-0.097181,-0.006999,-0.057140,-0.420750,-0.905375,0.000530,-0.032863,0.022288,-20.407816,-21.799841,-37.181061,,,,,,,
1504282285.310923,-0.064204,0.435906,-1.502695,0.076932,-0.106807,0.002630,-0.058160,-0.422232,-0.904620,-0.002173,-0.029871,0.023547,-20.407816,-21.799841,-37.181061,,,,,,,
1504282285.320933,-0.065558,0.437491,-1.502376,0.087436,-0.115441,0.024012,-0.059341,-0.423668,-0.903872,-0.001236,-0.023857,0.024004,-20.632242,-22.025854,-37.179932,,,,,,,
1504282285.330943,-0.067128,0.439174,-1.501824,0.091625,-0.116558,0.040032,-0.060712,-0.425192,-0.903064,-0.004519,-0.024377,0.027286,-20.632242,-22.025854,-37.179932,,,,,,,
1504282285.340953,-0.068650,0.440728,-1.501240,0.084232,-0.109036,0.038939,-0.062041,-0.426598,-0.902311,-0.004777,-0.023338,0.023603,-20.706263,-22.326498,-37.027832,,,,,,,
1504282285.350962,-0.069951,0.442048,-1.500760,0.066344,-0.085435,0.028193,-0.063176,-0.427792,-0.901667,-0.005397,-0.022358,0.017451,-20.706263,-22.326498,-37.027832,,,,,,,
1504282285.360972,-0.070904,0.443177,-1.500399,0.042351,-0.030870,0.007776,-0.064000,-0.428812,-0.901124,-0.013713,-0.024207,0.017304,-20.631723,-22.101309,-36.954346,,,,,,,
1504282285.370951,-0.071408,0.444114,-1.500185,0.017180,0.013043,-0.007287,-0.064426,-0.429658,-0.900690,-0.018414,-0.026626,0.018000,-20.631723,-22.101309,-36.954346,,,,,,,
1504282285.380961,-0.071648,0.444659,-1.500059,-0.009227,0.039911,-0.015918,-0.064625,-0.430150,-0.900441,-0.023662,-0.023860,0.012700,-20.781412,-22.401388,-37.252472,,,,,,,
1504282285.390971,-0.071853,0.444924,-1.499980,-0.014467,0.046357,-0.023408,-0.064802,-0.430389,-0.900314,-0.028597,-0.018768,0.005920,-20.781412,-22.401388,-37.252472,,,,,,,
1504282285.400981,-0.072007,0.445226,-1.499987,0.003686,0.043019,-0.030840,-0.064931,-0.430662,-0.900175,-0.027873,-0.013079,0.006284,-20.705896,-22.476492,-37.026703,,,,,,,
1504282285.410990,-0.072344,0.445824,-1.499964,0.035533,0.023575,-0.028613,-0.065216,-0.431201,-0.899896,-0.027817,-0.009030,0.014306,-20.705896,-22.476492,-37.026703,,,,,,,
1504282285.421000,-0.072960,0.446575,-1.499925,0.048120,-0.005297,-0.030673,-0.065746,-0.431879,-0.899532,-0.028660,-0.008932,0.012508,-20.781687,-22.027273,-36.805298,,,,,,,
1504282285.431010,-0.073793,0.447336,-1.500004,0.052122,-0.043683,-0.038068,-0.066472,-0.432565,-0.899149,-0.024349,-0.010367,0.003473,-20.781687,-22.027273,-36.805298,,,,,,,
1504282285.441020,-0.074722,0.448055,-1.500333,0.050968,-0.068159,-0.059373,-0.067284,-0.433213,-0.898776,-0.021477,-0.010543,-0.001843,-20.780817,-22.327429,-36.728027,,,,,,,
1504282285.451030,-0.075687,0.448848,-1.500917,0.055228,-0.084153,-0.082819,-0.068125,-0.433928,-0.898368,-0.020712,-0.012041,-0.000985,-20.780817,-22.327429,-36.728027,,,,,,,
1504282285.461039,-0.076670,0.449735,-1.501741,0.056338,-0.092665,-0.104148,-0.068979,-0.434727,-0.897917,-0.021109,-0.012936,0.002882,-20.705973,-22.401648,-36.952301,,,,,,,
1504282285.471049,-0.077482,0.450703,-1.502734,0.056484,-0.080934,-0.113774,-0.069675,-0.435599,-0.897440,-0.018994,-0.014856,0.005457,-20.705973,-22.401648,-36.952301,,,,,,,
1504282285.481059,-0.078114,0.451677,-1.503665,0.041797,-0.047784,-0.109586,-0.070209,-0.436475,-0.896973,-0.023068,-0.020221,0.008210,-20.630472,-22.551458,-36.875977,,,,,,,
1504282285.491069,-0.078495,0.452526,-1.504520,0.018686,-0.002840,-0.108636,-0.070522,-0.437238,-0.896577,-0.030843,-0.024813,0.009888,-20.630472,-22.551458,-36.875977,,,,,,,
1504282285.501078,-0.078262,0.453128,-1.505494,-0.006465,0.048524,-0.116240,-0.070293,-0.437780,-0.896330,-0.028325,-0.027781,0.005705,-20.704874,-22.702093,-36.725037,,,,,,,
1504282285.511088,-0.077419,0.453578,-1.506622,-0.025196,0.098774,-0.129168,-0.069521,-0.438185,-0.896193,-0.028074,-0.031130,0.003859,-20.704874,-22.702093,-36.725037,,,,,,,
1504282285.521098,-0.076448,0.454520,-1.507849,0.039931,0.095054,-0.141855,-0.068620,-0.439031,-0.895847,-0.028396,-0.030039,0.019032,-20.704767,-22.702246,-36.650024,,,,,,,
