timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1504282492.288878,0.168862,0.273709,2.008617,-0.285534,-0.108529,-0.147567,0.161804,-0.270304,-0.949081,-0.164825,-0.357229,0.204010,-17.683359,-29.519461,-33.741364,,,,,,,
1504282492.298888,0.167302,0.269742,2.007547,-0.401462,-0.211976,-0.173203,0.160501,-0.266483,-0.950382,-0.157572,-0.370602,0.181675,-17.683619,-29.369619,-33.667480,,,,,,,
1504282492.308898,0.164634,0.264731,2.006511,-0.501493,-0.318768,-0.182795,0.158182,-0.261650,-0.952112,-0.148432,-0.383797,0.158411,-17.683619,-29.369619,-33.667480,,,,,,,
1504282492.318908,0.161196,0.258979,2.005548,-0.564936,-0.381115,-0.183862,0.155147,-0.256094,-0.954120,-0.138072,-0.399179,0.145465,-18.059443,-29.220694,-33.969513,,,,,,,
1504282492.328917,0.157464,0.253048,2.004657,-0.568315,-0.398145,-0.175299,0.151820,-0.250356,-0.956176,-0.132594,-0.416758,0.154937,-18.059443,-29.220694,-33.969513,,,,,,,
1504282492.338927,0.153849,0.247614,2.003861,-0.504197,-0.372055,-0.153886,0.148569,-0.245091,-0.958049,-0.132395,-0.425579,0.171809,-18.210505,-28.846228,-34.047699,,,,,,,
1504282492.348937,0.150756,0.243208,2.003170,-0.396054,-0.306908,-0.126061,0.145766,-0.240817,-0.959562,-0.136122,-0.419446,0.194364,-18.210505,-28.846228,-34.047699,,,,,,,
1504282492.358947,0.148548,0.240015,2.002513,-0.275880,-0.210947,-0.107876,0.143760,-0.237717,-0.960637,-0.146003,-0.417327,0.219075,-18.360880,-28.696890,-34.049194,,,,,,,
1504282492.368956,0.147437,0.238080,2.001748,-0.151284,-0.102224,-0.100380,0.142760,-0.235837,-0.961249,-0.152342,-0.413760,0.230826,-18.360880,-28.696890,-34.049194,,,,,,,
1504282492.378966,0.147522,0.237192,2.000727,-0.049940,0.017374,-0.119629,0.142872,-0.234974,-0.961444,-0.160588,-0.395778,0.238299,-18.436670,-28.471930,-34.201080,,,,,,,
1504282492.388976,0.148818,0.237068,1.999018,0.027913,0.107374,-0.182629,0.144123,-0.234853,-0.961287,-0.174014,-0.381602,0.235915,-18.436670,-28.471930,-34.201080,,,,,,,
1504282492.398986,0.150633,0.237254,1.996565,0.060351,0.119963,-0.248774,0.145860,-0.235034,-0.960981,-0.165391,-0.366391,0.230024,-18.211176,-28.621069,-34.124390,,,,,,,
1504282492.408996,0.152084,0.237339,1.993505,0.048428,0.059384,-0.308462,0.147252,-0.235117,-0.960748,-0.168858,-0.372732,0.196817,-18.211176,-28.621069,-34.124390,,,,,,,
1504282492.419005,0.152952,0.237111,1.989834,0.023568,-0.019201,-0.370276,0.148093,-0.234895,-0.960673,-0.165564,-0.369398,0.151194,-18.060419,-28.920401,-34.121796,,,,,,,
1504282492.429015,0.153242,0.236438,1.985789,-0.015174,-0.082782,-0.405456,0.148396,-0.234241,-0.960786,-0.140110,-0.368542,0.135224,-18.060419,-28.920401,-34.121796,,,,,,,
1504282492.439025,0.153118,0.235450,1.981573,-0.038833,-0.116668,-0.422515,0.148312,-0.233280,-0.961033,-0.122891,-0.375332,0.123569,-17.910913,-28.769567,-34.197510,,,,,,,
1504282492.449035,0.153027,0.234425,1.977358,-0.036592,-0.100707,-0.418270,0.148262,-0.232284,-0.961282,-0.127372,-0.374909,0.126412,-17.910913,-28.769567,-34.197510,,,,,,,
1504282492.459044,0.153459,0.233416,1.973263,-0.039300,-0.030369,-0.404522,0.148713,-0.231302,-0.961449,-0.142289,-0.371283,0.158943,-18.060907,-28.770254,-34.197876,,,,,,,
1504282492.469054,0.154637,0.232278,1.969483,-0.064464,0.047589,-0.368412,0.149885,-0.230195,-0.961533,-0.155882,-0.369644,0.186157,-18.060907,-28.770254,-34.197876,,,,,,,
1504282492.479064,0.156164,0.230637,1.966406,-0.131646,0.091766,-0.304562,0.151412,-0.228598,-0.961674,-0.158126,-0.371927,0.199055,-17.686136,-28.768255,-34.346954,,,,,,,
1504282492.489043,0.157587,0.228701,1.964056,-0.158677,0.087658,-0.239490,0.152849,-0.226712,-0.961893,-0.164568,-0.392657,0.157267,-17.686136,-28.768255,-34.346954,,,,,,,
1504282492.499053,0.158957,0.227004,1.962242,-0.126808,0.100133,-0.191424,0.154228,-0.225059,-0.962061,-0.159523,-0.398232,0.143488,-17.386240,-28.916311,-34.645111,,,,,,,
1504282492.509063,0.160760,0.226137,1.960412,-0.035741,0.147335,-0.191349,0.155993,-0.224215,-0.961974,-0.150774,-0.404081,0.169372,-17.386240,-28.916311,-34.645111,,,,,,,
1504282492.519072,0.162718,0.225769,1.958433,0.003781,0.149147,-0.197688,0.157889,-0.223856,-0.961748,-0.135978,-0.406256,0.210772,-17.385706,-29.216024,-34.792877,,,,,,,
1504282492.529082,0.164586,0.225761,1.956194,0.050735,0.134933,-0.222132,0.159687,-0.223848,-0.961453,-0.134922,-0.408751,0.196454,-17.385706,-29.216024,-34.792877,,,,,,,
