1497359224467080000,55240,-1.00998853,1.788269598,1.178375829,-0.155321739,-0.135403372,0.433845438,0.877108443
1497359224477140000,55241,-1.010008098,1.788308357,1.178164196,-0.152481995,-0.140950667,0.430677813,0.878293101
1497359224487330000,55242,-1.009838784,1.788243512,1.178035547,-0.149353566,-0.145304395,0.428485653,0.87919292
1497359224497330000,55243,-1.009900074,1.787084875,1.177993127,-0.147891696,-0.146219348,0.430302943,0.878400436
1497359224507280000,55244,-1.009761903,1.78702169,1.177843464,-0.145385416,-0.149152058,0.428671413,0.879123179
1497359224517330000,55245,-1.00954174,1.788567783,1.177470341,-0.142037907,-0.154601525,0.42178638,0.882054336
1497359224527340000,55246,-1.009458746,1.788630148,1.177362811,-0.139720701,-0.156468575,0.42001276,0.882941103
1497359224537330000,55247,-1.009342612,1.788781365,1.177189659,-0.137525397,-0.158746536,0.417772445,0.88394145
1497359224547310000,55248,-1.009165464,1.788910156,1.177060922,-0.135944164,-0.160510079,0.415857668,0.884770083
1497359224557290000,55249,-1.009028587,1.789007347,1.176906704,-0.134514391,-0.161521023,0.414379674,0.885497783
1497359224567340000,55250,-1.008953692,1.787889665,1.176929982,-0.134338255,-0.160455492,0.416925331,0.884522774
1497359224577330000,55251,-1.008774042,1.787850531,1.176852487,-0.132969028,-0.161045874,0.415818019,0.885143401
1497359224587330000,55252,-1.008667192,1.787204919,1.176906861,-0.133226805,-0.160547913,0.416176974,0.885026391
1497359224597330000,55253,-1.008590999,1.787126866,1.17687868,-0.13208706,-0.161687423,0.414749521,0.885659653
1497359224607250000,55254,-1.008506154,1.787239439,1.176785219,-0.131048074,-0.164661296,0.41360236,0.885802544
1497359224617330000,55255,-1.008412816,1.787361693,1.176726023,-0.129812797,-0.1671124,0.412671395,0.885959595
1497359224627320000,55256,-1.008328199,1.787453437,1.176660245,-0.128872487,-0.169436052,0.411980555,0.885977048
1497359224637350000,55257,-1.008153352,1.788277089,1.176485343,-0.126098701,-0.171880024,0.410407065,0.886635447
1497359224647330000,55258,-1.007945777,1.788362782,1.176417801,-0.124444117,-0.172675077,0.410959373,0.886458895
1497359224657250000,55259,-1.007698325,1.788594311,1.176175247,-0.122133895,-0.173937589,0.410889912,0.886565569
1497359224667200000,55260,-1.007430307,1.788784459,1.175987876,-0.120232424,-0.175081627,0.4110784,0.886512909
1497359224677280000,55261,-1.007202677,1.789086401,1.175749271,-0.118552064,-0.176980735,0.411048916,0.886375776
1497359224687290000,55262,-1.007027613,1.789310274,1.175592302,-0.117288616,-0.179142176,0.411313885,0.885986653
1497359224697310000,55263,-1.006992002,1.789646663,1.175563748,-0.116147093,-0.18140015,0.411452029,0.885613384
1497359224707230000,55264,-1.007060628,1.789883437,1.175600851,-0.116349958,-0.184857517,0.411758797,0.884728816
1497359224717350000,55265,-1.007343642,1.790150989,1.175657678,-0.117587835,-0.190534463,0.410757922,0.883825576
1497359224727280000,55266,-1.007763761,1.790181492,1.17580234,-0.119794613,-0.197155525,0.410037042,0.882410661
1497359224737350000,55267,-1.008173313,1.790424324,1.176087765,-0.124151072,-0.203323092,0.408885704,0.880941946
1497359224747310000,55268,-1.008587628,1.789964951,1.17658944,-0.130202541,-0.204344406,0.409057712,0.879751357
1497359224757270000,55269,-1.008726453,1.790360171,1.17684729,-0.132509058,-0.204243082,0.408318664,0.879773824
