1.5287e+11,1.3654e+05,-1.6358,2.419,1.2008,-0.14002,0.015527,-0.010463,0.98997
1.5287e+11,1.3654e+05,-1.6356,2.4187,1.201,-0.13893,0.015705,-0.010864,0.99012
1.5287e+11,1.3654e+05,-1.6353,2.4184,1.2009,-0.13797,0.015382,-0.011175,0.99025
1.5287e+11,1.3654e+05,-1.6351,2.4182,1.2008,-0.13715,0.015226,-0.011285,0.99037
1.5287e+11,1.3654e+05,-1.6348,2.418,1.2008,-0.13729,0.014947,-0.01143,0.99035
1.5287e+11,1.3655e+05,-1.6344,2.4177,1.2007,-0.13801,0.014846,-0.011742,0.99025
1.5287e+11,1.3655e+05,-1.6342,2.4176,1.2006,-0.13877,0.014558,-0.012167,0.99014
1.5287e+11,1.3655e+05,-1.6338,2.4176,1.2004,-0.1389,0.014056,-0.012414,0.99013
1.5287e+11,1.3655e+05,-1.6336,2.4175,1.2004,-0.13817,0.014089,-0.012449,0.99023
1.5287e+11,1.3655e+05,-1.6333,2.4174,1.2005,-0.1379,0.014393,-0.012447,0.99026
1.5287e+11,1.3656e+05,-1.6332,2.4172,1.2006,-0.1373,0.015069,-0.012458,0.99034
1.5287e+11,1.3656e+05,-1.6329,2.4171,1.2006,-0.13731,0.015511,-0.012514,0.99033
1.5287e+11,1.3656e+05,-1.6327,2.4171,1.2006,-0.1381,0.015568,-0.012712,0.99022
1.5287e+11,1.3656e+05,-1.6325,2.4171,1.2005,-0.13831,0.015804,-0.012663,0.99018
1.5287e+11,1.3656e+05,-1.6323,2.4171,1.2005,-0.13821,0.015471,-0.012675,0.9902
1.5287e+11,1.3657e+05,-1.6321,2.4171,1.2003,-0.13833,0.015087,-0.012728,0.99019
1.5287e+11,1.3657e+05,-1.6319,2.4172,1.2002,-0.13873,0.014828,-0.012892,0.99013
1.5287e+11,1.3657e+05,-1.6317,2.4173,1.2002,-0.1394,0.015151,-0.013043,0.99003
1.5287e+11,1.3657e+05,-1.6316,2.4173,1.2002,-0.13985,0.015652,-0.013181,0.98996
1.5287e+11,1.3657e+05,-1.6315,2.4173,1.2002,-0.13993,0.016527,-0.013219,0.98994
1.5287e+11,1.3658e+05,-1.6314,2.4174,1.2003,-0.13963,0.017241,-0.013271,0.98996
1.5287e+11,1.3658e+05,-1.6313,2.4174,1.2002,-0.13986,0.018009,-0.013481,0.98992
1.5287e+11,1.3658e+05,-1.6312,2.4174,1.2002,-0.14034,0.018921,-0.013741,0.98983
1.5287e+11,1.3658e+05,-1.6311,2.4175,1.2001,-0.14074,0.019448,-0.014009,0.98976
1.5287e+11,1.3658e+05,-1.6311,2.4175,1.1999,-0.14057,0.019722,-0.014176,0.98977
1.5287e+11,1.3659e+05,-1.6311,2.4175,1.1998,-0.14069,0.01974,-0.014358,0.98975
1.5287e+11,1.3659e+05,-1.631,2.4176,1.1998,-0.14052,0.019622,-0.014473,0.98978
1.5287e+11,1.3659e+05,-1.631,2.4176,1.1997,-0.14011,0.019424,-0.014421,0.98984
1.5287e+11,1.3659e+05,-1.631,2.4176,1.1994,-0.14012,0.0193,-0.014443,0.98984
1.5287e+11,1.3659e+05,-1.6309,2.4177,1.1993,-0.14057,0.019325,-0.014559,0.98978
1.5287e+11,1.366e+05,-1.6309,2.4177,1.1992,-0.14075,0.019826,-0.014736,0.98974
1.5287e+11,1.366e+05,-1.6309,2.4177,1.1992,-0.14137,0.020305,-0.014986,0.98964
1.5287e+11,1.366e+05,-1.6309,2.4178,1.1992,-0.14158,0.021049,-0.015219,0.98959
1.5287e+11,1.366e+05,-1.631,2.4178,1.1994,-0.14105,0.021543,-0.015552,0.98965
1.5287e+11,1.366e+05,-1.631,2.4178,1.1993,-0.14134,0.021893,-0.015902,0.98959
1.5287e+11,1.3661e+05,-1.6311,2.4178,1.1993,-0.1414,0.022215,-0.0162,0.98957
1.5287e+11,1.3661e+05,-1.6311,2.4178,1.1993,-0.14144,0.02234,-0.016362,0.98956
1.5287e+11,1.3661e+05,-1.6311,2.4178,1.1992,-0.14141,0.022397,-0.016421,0.98956
1.5287e+11,1.3661e+05,-1.6311,2.4177,1.1991,-0.14113,0.022364,-0.01651,0.9896
1.5287e+11,1.3661e+05,-1.6312,2.4177,1.199,-0.14084,0.02216,-0.016492,0.98965
1.5287e+11,1.3662e+05,-1.6312,2.4177,1.1989,-0.14045,0.02198,-0.016361,0.98971
1.5287e+11,1.3662e+05,-1.6312,2.4177,1.1989,-0.14006,0.021844,-0.016258,0.98977
1.5287e+11,1.3662e+05,-1.6312,2.4177,1.1989,-0.13993,0.021884,-0.016196,0.98979
1.5287e+11,1.3662e+05,-1.6313,2.4177,1.1988,-0.13986,0.021878,-0.016221,0.9898
1.5287e+11,1.3662e+05,-1.6313,2.4177,1.1988,-0.14042,0.022044,-0.01639,0.98971
1.5287e+11,1.3663e+05,-1.6314,2.4177,1.1988,-0.14034,0.022183,-0.016465,0.98972
1.5287e+11,1.3663e+05,-1.6314,2.4177,1.1989,-0.14064,0.022187,-0.016699,0.98967
1.5287e+11,1.3663e+05,-1.6315,2.4177,1.1989,-0.14102,0.02227,-0.016889,0.98961
1.5287e+11,1.3663e+05,-1.6315,2.4178,1.1989,-0.14134,0.022245,-0.016934,0.98957
1.5287e+11,1.3663e+05,-1.6316,2.4178,1.199,-0.14155,0.022157,-0.016946,0.98954
1.5287e+11,1.3664e+05,-1.6316,2.4178,1.1989,-0.14232,0.022209,-0.016875,0.98943
1.5287e+11,1.3664e+05,-1.6317,2.4179,1.199,-0.14213,0.022037,-0.016695,0.98946
1.5287e+11,1.3664e+05,-1.6317,2.4179,1.199,-0.14231,0.021878,-0.016552,0.98944
1.5287e+11,1.3664e+05,-1.6318,2.4179,1.199,-0.14258,0.021725,-0.016535,0.98941
1.5287e+11,1.3664e+05,-1.6318,2.4179,1.199,-0.14256,0.021469,-0.016317,0.98942
1.5287e+11,1.3665e+05,-1.6319,2.4179,1.1989,-0.14268,0.021507,-0.016219,0.9894
1.5287e+11,1.3665e+05,-1.6319,2.4179,1.1989,-0.14264,0.021464,-0.01613,0.98941
1.5287e+11,1.3665e+05,-1.6319,2.4179,1.1989,-0.14273,0.021405,-0.016058,0.9894
1.5287e+11,1.3665e+05,-1.632,2.4179,1.1989,-0.14271,0.021573,-0.015986,0.9894
1.5287e+11,1.3665e+05,-1.632,2.418,1.1989,-0.14267,0.02174,-0.01597,0.9894
1.5287e+11,1.3666e+05,-1.6321,2.418,1.1988,-0.14297,0.022147,-0.016086,0.98935
1.5287e+11,1.3666e+05,-1.6322,2.418,1.1988,-0.14294,0.022765,-0.016272,0.98934
1.5287e+11,1.3666e+05,-1.6323,2.4179,1.1989,-0.14245,0.023391,-0.016518,0.98939
1.5287e+11,1.3666e+05,-1.6324,2.4179,1.1988,-0.14299,0.02356,-0.016827,0.9893
