1499184409.56,-0.015982,0.059633,3.131182,0.005135,0.002008,0.000187,-0.015953,-0.059598,-0.998095,-0.001472,-0.002658,0.004397,3.162628,15.678669,5.828888
1499184409.57,-0.015989,0.059754,3.131169,0.011521,-0.001239,-0.001931,-0.01596,-0.059719,-0.998088,0.000182,0.00381,0.027095,3.387817,15.604679,5.829987
1499184409.58,-0.015995,0.059773,3.131166,0.001917,-0.000096,0.000185,-0.015966,-0.059738,-0.998086,-0.000224,0.004013,0.016962,3.387817,15.604679,5.829987
1499184409.59,-0.01599,0.059705,3.131183,-0.014066,0.003231,0.001219,-0.015961,-0.05967,-0.998091,-0.000625,-0.001106,-0.004397,3.612656,15.75539,5.979462
1499184409.60,-0.015985,0.059719,3.13118,0.005132,0.000944,-0.000879,-0.015956,-0.059684,-0.99809,-0.001973,-0.00245,-0.003268,3.612656,15.75539,5.979462
1499184409.61,-0.015993,0.059738,3.131193,0.000836,-0.001154,0.001253,-0.015963,-0.059702,-0.998089,0.000781,0.0012,0.006649,3.3871,15.979374,5.977203
1499184409.62,-0.015999,0.059746,3.1312,-0.000231,-0.001145,0.001251,-0.01597,-0.059711,-0.998088,-0.000189,0.000629,0.007915,3.3871,15.979374,5.977203
1499184409.63,-0.015995,0.059701,3.131212,-0.003423,-0.000053,0.001243,-0.015966,-0.059666,-0.998091,-0.000682,-0.001339,0.005827,3.312363,15.829197,5.903137
1499184409.64,-0.016002,0.059709,3.131219,0.00297,-0.001172,0.001256,-0.015972,-0.059674,-0.99809,-0.000644,0.000287,0.003827,3.312363,15.829197,5.903137
1499184409.65,-0.016013,0.059698,3.131222,0.00085,-0.000087,0.000183,-0.015984,-0.059662,-0.998091,-0.000435,0.001389,0.002973,3.537704,15.605503,5.755371
1499184409.66,-0.016035,0.059691,3.131229,-0.006627,-0.001091,0.000172,-0.016006,-0.059656,-0.998091,-0.000459,-0.000799,0.000837,3.537704,15.605503,5.755371
1499184409.67,-0.016011,0.059641,3.131224,-0.0034,0.002079,0.000172,-0.015982,-0.059606,-0.998094,0.000601,-0.000621,-0.001006,3.312439,15.754337,5.828674
1499184409.68,-0.015984,0.059614,3.131224,-0.001275,0.000996,0.000178,-0.015955,-0.059579,-0.998096,0.001169,0.001474,0.005008,3.312439,15.754337,5.828674
1499184409.69,-0.015962,0.059632,3.131226,0.005117,-0.000122,0.000191,-0.015933,-0.059597,-0.998095,0.00101,0.001568,0.011813,3.312744,15.679188,5.904266
1499184409.70,-0.015946,0.059707,3.131228,0.006163,-0.000135,0.000195,-0.015917,-0.059672,-0.998091,0.000551,0.000162,0.012251,3.312744,15.679188,5.904266
1499184409.71,-0.015952,0.059726,3.131231,0.001887,-0.001165,0.00019,-0.015923,-0.05969,-0.99809,0.000115,0.001188,0.006055,3.762131,15.831516,5.754242
1499184409.72,-0.015953,0.059672,3.131243,-0.002369,0.001,0.001246,-0.015924,-0.059637,-0.998093,-0.000006,0.00118,-0.000045,3.762131,15.831516,5.754242
1499184409.73,-0.015936,0.059721,3.13124,0.002984,0.002024,-0.000881,-0.015907,-0.059685,-0.998091,-0.00042,-0.000846,0.000883,3.837585,15.606998,5.681122
1499184409.74,-0.015921,0.059737,3.131237,-0.000216,0.00205,-0.000887,-0.015892,-0.059701,-0.99809,0.000038,-0.000434,0.003293,3.837585,15.606998,5.681122
1499184409.75,-0.015909,0.05972,3.131244,-0.001289,0.002058,0.000179,-0.01588,-0.059685,-0.998091,-0.000431,0.000541,0.001768,3.388199,15.454685,5.831116
1499184409.76,-0.015911,0.059686,3.131236,-0.00235,0.002068,-0.000891,-0.015882,-0.059651,-0.998093,-0.000903,0.000203,-0.000229,3.388199,15.454685,5.831116
1499184409.77,-0.015894,0.059673,3.131227,0.000842,0.000976,-0.000883,-0.015865,-0.059638,-0.998094,-0.000172,0.001075,0.003984,3.687363,15.830875,5.904053
1499184409.78,-0.015898,0.05969,3.131235,0.005081,-0.001192,0.001263,-0.015869,-0.059655,-0.998093,0.000275,0.001702,0.008026,3.687363,15.830875,5.904053
1499184409.79,-0.015909,0.059679,3.131248,-0.000245,-0.000083,0.001252,-0.01588,-0.059644,-0.998093,0.000179,0.000989,0.005128,3.387253,15.829685,5.828308
1499184409.80,-0.015921,0.059693,3.13125,0.000819,-0.001156,0.000188,-0.015892,-0.059658,-0.998092,0.000023,-0.000492,0.001251,3.387253,15.829685,5.828308
1499184409.81,-0.015908,0.059709,3.131252,-0.000225,0.000985,-0.000885,-0.015879,-0.059674,-0.998092,-0.000127,-0.000598,0.001143,3.461823,16.129566,6.051239
1499184409.82,-0.015918,0.059672,3.131258,-0.005596,-0.00217,0.001246,-0.015889,-0.059636,-0.998094,0.000447,0.000829,0.002626,3.461823,16.129566,6.051239
1499184409.83,-0.015889,0.059657,3.131258,0.002984,0.002024,-0.000881,-0.01586,-0.059622,-0.998095,0.001044,0.000586,0.004015,3.387405,15.679981,5.679443
1499184409.84,-0.015886,0.059647,3.13126,-0.001312,-0.000074,0.00125,-0.015857,-0.059612,-0.998096,-0.000012,0.000347,0.003986,3.387405,15.679981,5.679443
1499184409.85,-0.015886,0.059637,3.131262,-0.002378,-0.000065,0.001248,-0.015857,-0.059601,-0.998096,0.00008,-0.000183,0.003986,3.536865,15.98035,5.827545
1499184409.86,-0.015901,0.05965,3.131259,0.000841,0.000976,-0.000883,-0.015872,-0.059615,-0.998095,-0.000363,-0.000245,0.005191,3.536865,15.98035,5.827545
1499184409.87,-0.015902,0.05965,3.131255,0.000833,-0.000089,-0.000881,-0.015873,-0.059615,-0.998095,0.000355,0.000823,0.006274,3.462814,15.605015,5.83017
1499184409.88,-0.015903,0.05966,3.131252,0.000836,0.000975,0.000184,-0.015874,-0.059625,-0.998095,-0.000209,0.000223,0.005236,3.462814,15.605015,5.83017
1499184409.89,-0.015907,0.059676,3.131248,-0.001306,-0.000072,0.000183,-0.015878,-0.05964,-0.998094,0.000437,-0.000708,0.003953,3.687439,15.756031,5.82962
1499184409.90,-0.015911,0.059642,3.131255,-0.000239,-0.000081,0.000184,-0.015882,-0.059606,-0.998096,-0.000064,0.000723,0.003268,3.687439,15.756031,5.82962
1499184409.91,-0.015898,0.059649,3.131251,-0.002356,0.002068,0.000177,-0.015869,-0.059614,-0.998095,0.000763,0.000287,0.003772,3.612015,16.055241,6.052185
1499184409.92,-0.015893,0.059641,3.131242,-0.001292,0.000994,-0.000887,-0.015864,-0.059606,-0.998096,0.000773,-0.000239,0.004093,3.612015,16.055241,6.052185
1499184409.93,-0.015878,0.059645,3.131238,-0.000217,0.002051,-0.000887,-0.015849,-0.059609,-0.998096,0.000331,0.000039,0.00539,3.387207,15.754978,5.678864
1499184409.94,-0.015884,0.05964,3.13124,0.000833,-0.000089,-0.000881,-0.015855,-0.059604,-0.998096,0.000108,0.001316,0.005802,3.387207,15.754978,5.678864
1499184409.95,-0.015902,0.059638,3.131243,-0.001315,-0.001138,0.000184,-0.015873,-0.059602,-0.998096,-0.00079,-0.000319,0.004611,3.312332,15.75449,5.753693
1499184409.96,-0.01594,0.059654,3.131241,0.000827,-0.00009,0.000186,-0.015911,-0.059618,-0.998094,-0.001316,0.00017,0.004747,3.312332,15.75449,5.753693
1499184409.97,-0.01597,0.059659,3.131245,0.000819,-0.001156,0.000188,-0.015941,-0.059623,-0.998094,-0.001164,0.000633,0.002702,3.236725,15.904453,5.602356
1499184409.98,-0.015977,0.059659,3.131248,-0.002356,0.002067,0.000177,-0.015948,-0.059624,-0.998093,-0.000867,-0.000038,0.002213,3.236725,15.904453,5.602356
1499184409.99,-0.015968,0.059653,3.131249,-0.000231,0.000984,0.000183,-0.015938,-0.059618,-0.998094,0.000024,-0.000487,0.002916,3.312943,15.604191,5.904816
1499184410.00,-0.015997,0.059672,3.131252,-0.000251,-0.002211,-0.000879,-0.015968,-0.059636,-0.998092,-0.000587,-0.000514,0.005127,3.312943,15.604191,5.904816
1499184410.01,-0.015998,0.059682,3.131259,-0.000236,0.000983,0.00125,-0.015969,-0.059647,-0.998092,-0.000175,-0.000351,0.005691,3.313049,15.604038,5.979828
1499184410.02,-0.016024,0.059675,3.131262,-0.000248,-0.001147,0.000186,-0.015994,-0.059639,-0.998092,-0.000912,0.000573,0.005401,3.313049,15.604038,5.979828
1499184410.03,-0.016036,0.059661,3.131269,0.000805,-0.002222,0.001257,-0.016006,-0.059625,-0.998092,0.000366,0.000879,0.004532,3.462921,15.604862,5.905182
1499184410.04,-0.016031,0.059632,3.131275,-0.002373,-0.000064,0.000181,-0.016002,-0.059597,-0.998094,0.000637,0.000759,0.003847,3.462921,15.604862,5.905182
1499184410.05,-0.016041,0.059632,3.131282,-0.00024,-0.000081,0.000185,-0.016012,-0.059597,-0.998094,0.000493,0.000301,0.002992,3.387253,15.829685,5.828308
1499184410.06,-0.016047,0.059612,3.131289,0.002961,-0.000107,0.00019,-0.016018,-0.059576,-0.998095,0.000073,0.000067,0.004275,3.387253,15.829685,5.828308
1499184410.07,-0.016045,0.059639,3.131291,-0.002373,-0.000063,0.000181,-0.016016,-0.059603,-0.998094,-0.000051,-0.00041,0.005052,3.312439,15.754337,5.828674
1499184410.08,-0.016033,0.059656,3.131288,0.000836,0.000976,0.000185,-0.016004,-0.05962,-0.998093,0.00018,-0.00053,0.003952,3.312439,15.754337,5.828674
1499184410.09,-0.016009,0.059651,3.131283,-0.000234,-0.00008,-0.000883,-0.01598,-0.059616,-0.998093,0.000797,0.000015,0.003007,3.461868,15.980015,5.827362
1499184410.10,-0.015998,0.059669,3.131279,0.001886,-0.001164,0.00019,-0.015969,-0.059634,-0.998093,0.000405,-0.000577,0.003891,3.461868,15.980015,5.827362
1499184410.11,-0.015986,0.059689,3.131275,0.000819,-0.001155,0.000188,-0.015957,-0.059654,-0.998092,0.000759,-0.000039,0.004943,3.537811,15.60535,5.830353
1499184410.12,-0.015985,0.05966,3.131277,-0.001306,-0.000072,0.000183,-0.015955,-0.059625,-0.998093,0.000193,0.001138,0.004395,3.537811,15.60535,5.830353
1499184410.13,-0.015966,0.059644,3.131278,-0.000245,-0.000081,0.001252,-0.015937,-0.059609,-0.998095,0.00022,0.000588,0.002794,3.537125,15.830509,5.753693
1499184410.14,-0.015982,0.059673,3.131286,0.000805,-0.002221,0.001258,-0.015953,-0.059638,-0.998093,-0.00045,-0.000253,0.004654,3.537125,15.830509,5.753693
